"(X,Y)",Moon Points
"(114, -46)",5
"(25, -327)",5
"(-148, 59)",5
"(-290, 317)",5
"(194, 54)",5
"(-15, 177)",5
"(5, 15)",5
"(-93, 321)",5
"(-130, 305)",5
"(286, -49)",5
"(202, -227)",5
"(-7, 69)",5
"(286, -111)",5
"(119, -36)",5
"(201, -227)",5
"(17, 11)",5
"(-156, -50)",5
"(-184, 228)",5
"(-6, 74)",5
"(314, -113)",5
"(40, -197)",5
"(-291, 317)",5
"(273, -31)",5
"(-193, 203)",5
"(188, 60)",5
"(10, -221)",5
"(24, 34)",5
"(-142, 0)",5
"(132, -269)",5
"(174, -206)",5
"(180, 63)",5
"(-32, 284)",5
"(105, -163)",5
"(9, 40)",5
"(-191, 224)",5
"(19, 1)",5
"(157, 104)",5
"(-10, -17)",5
"(0, 243)",5
"(15, 33)",5
"(-312, 40)",5
"(104, -163)",5
"(20, -15)",5
"(19, -16)",5
"(-13, -36)",5
"(-18, -8)",5
"(-191, 264)",5
"(172, -222)",5
"(-20, 5)",5
"(-16, -209)",5
"(-23, 29)",5
"(118, -40)",5
"(195, 55)",5
"(285, -127)",5
"(193, 70)",5
"(-196, 234)",5
"(78, -302)",5
"(-16, -6)",5
"(-71, 300)",5
"(17, 283)",5
"(177, -212)",5
"(145, -307)",5
"(186, 49)",5
"(227, -51)",5
"(-305, 291)",5
"(-25, -45)",5
"(-163, -96)",5
"(-191, 263)",5
"(225, 73)",5
"(313, -112)",5
"(294, -126)",5
"(199, 126)",5
"(-234, 89)",5
"(-2, -220)",5
"(-117, 309)",5
"(214, -24)",5
"(-114, 309)",5
"(173, -222)",5
"(119, -160)",5
"(-71, 44)",5
"(115, -45)",5
"(9, -98)",5
"(-309, 125)",5
"(179, -216)",5
"(-249, 19)",5
"(263, -11)",5
"(260, 3)",5
"(284, -126)",5
"(-20, -35)",5
"(-54, 49)",5
"(177, -272)",5
"(174, -267)",5
"(0, -99)",5
"(243, -47)",5
"(9, -99)",5
"(-247, 29)",5
"(-124, 309)",5
"(132, 10)",5
"(52, -267)",5
"(-20, 103)",5
"(-260, 105)",5
"(-260, 103)",5
"(-10, -15)",5
"(-120, 303)",5
"(140, -297)",5
"(11, -20)",5
"(200, 107)",5
"(-163, -97)",5
"(-1, -19)",5
"(-126, 294)",5
"(-21, -36)",5
"(100, -153)",5
"(-15, -5)",5
"(-157, -46)",5
"(-17, 110)",5
"(-288, 79)",5
"(-247, 30)",5
"(-239, 250)",5
"(-17, 249)",5
"(-14, 249)",5
"(-189, 262)",5
"(20, -21)",5
"(-316, -4)",5
"(12, -21)",5
"(-90, 227)",5
"(-70, 45)",5
"(-206, -86)",5
"(-192, -80)",5
"(-185, 235)",5
"(-21, 4)",5
"(-195, 235)",5
"(-190, 225)",5
"(175, -205)",5
"(-26, -46)",5
"(-113, 260)",5
"(289, -80)",5
"(-7, 18)",5
"(-244, 29)",5
"(-120, 45)",5
"(242, -46)",5
"(-176, 328)",5
"(14, -6)",5
"(-12, 120)",5
"(190, 65)",5
"(-1, 244)",5
"(-16, -46)",5
"(-11, 244)",5
"(6, 7)",5
"(3, 249)",5
"(-177, 332)",5
"(-148, 232)",5
"(-191, -96)",5
"(219, -97)",5
"(-190, -97)",5
"(19, 44)",5
"(4, 14)",5
"(-120, 43)",5
"(-63, 44)",5
"(-10, 245)",5
"(-14, 3)",5
"(295, -127)",5
"(-235, 255)",5
"(21, 40)",5
"(275, -5)",5
"(-4, 229)",5
"(144, -306)",5
"(4, 154)",5
"(129, -296)",5
"(-30, -153)",5
"(-184, 229)",5
"(10, -15)",5
"(-6, 68)",5
"(-6, -226)",5
"(84, -232)",5
"(-15, 5)",5
"(265, -7)",5
"(260, 5)",5
"(-255, 93)",5
"(-255, 95)",5
"(15, -5)",5
"(120, -37)",5
"(-172, 19)",5
"(-126, 34)",5
"(102, -281)",5
"(288, -120)",5
"(205, 97)",5
"(30, 35)",5
"(20, 45)",5
"(-182, 239)",5
"(189, 64)",5
"(41, -199)",5
"(0, 5)",5
"(-282, 268)",5
"(-65, 45)",5
"(-244, 109)",5
"(-279, -3)",5
"(-1, 4)",5
"(-65, 33)",5
"(-280, -2)",5
"(-121, 304)",5
"(-224, -20)",5
"(-118, 174)",5
"(57, -270)",5
"(-244, 108)",5
"(65, -45)",5
"(-239, 19)",5
"(67, -252)",5
"(6, -10)",5
"(64, -46)",5
"(-125, 295)",5
"(176, 15)",5
"(-5, -225)",5
"(-3, 10)",5
"(196, 49)",5
"(8, 2)",5
"(68, -252)",5
"(88, -130)",5
"(112, -2)",5
"(-117, 173)",5
"(36, -9)",5
"(140, -295)",5
"(274, -6)",5
"(130, -295)",5
"(339, -317)",5
"(-173, 21)",5
"(-21, -39)",5
"(-205, -85)",5
"(-122, 40)",5
"(110, -37)",5
"(-60, 35)",5
"(9, -16)",5
"(87, -131)",5
"(-135, 17)",5
"(198, 126)",5
"(184, 54)",5
"(110, -35)",5
"(18, -18)",5
"(25, 35)",5
"(-264, 109)",5
"(126, -31)",5
"(271, -303)",5
"(185, 53)",5
"(-251, 24)",5
"(-289, 5)",5
"(5, 233)",5
"(162, -72)",4
"(-146, 314)",4
"(-11, 36)",4
"(53, 209)",4
"(-242, 275)",4
"(-69, 211)",4
"(19, -287)",4
"(21, -287)",4
"(193, -192)",4
"(198, 102)",4
"(266, -90)",4
"(-34, 36)",4
"(131, -46)",4
"(-24, 286)",4
"(-1, -275)",4
"(-81, 143)",4
"(9, -276)",4
"(-104, 143)",4
"(-103, 143)",4
"(183, 136)",4
"(-123, 318)",4
"(-8, -66)",4
"(74, -219)",4
"(-13, -22)",4
"(-98, 314)",4
"(262, -87)",4
"(274, -30)",4
"(-171, 264)",4
"(-28, -46)",4
"(154, -326)",4
"(162, -192)",4
"(262, -12)",4
"(1, -35)",4
"(163, -192)",4
"(-217, -4)",4
"(237, -287)",4
"(14, 167)",4
"(-18, -173)",4
"(244, 30)",4
"(-136, 314)",4
"(36, -11)",4
"(-97, -243)",4
"(145, 17)",4
"(239, -27)",4
"(146, 16)",4
"(266, -37)",4
"(-9, -267)",4
"(-13, 291)",4
"(-25, -51)",4
"(-158, 314)",4
"(343, -251)",4
"(208, -76)",4
"(152, 68)",4
"(208, -42)",4
"(307, -269)",4
"(-243, 318)",4
"(3, -161)",4
"(-235, 262)",4
"(42, 294)",4
"(-28, 88)",4
"(-3, -158)",4
"(211, -14)",4
"(-4, -157)",4
"(47, -13)",4
"(62, -112)",4
"(-252, 262)",4
"(126, -40)",4
"(211, -15)",4
"(-253, 262)",4
"(211, -64)",4
"(327, -296)",4
"(154, 54)",4
"(-262, 207)",4
"(151, -307)",4
"(24, -46)",4
"(1, 36)",4
"(180, 65)",4
"(40, -161)",4
"(-15, 194)",4
"(207, 38)",4
"(-33, 286)",4
"(-88, 81)",4
"(-88, 314)",4
"(21, 173)",4
"(-30, 47)",4
"(-9, 47)",4
"(-123, 264)",4
"(-104, 223)",4
"(-20, 105)",4
"(254, -326)",4
"(-79, 156)",4
"(-81, 156)",4
"(-82, 156)",4
"(12, -112)",4
"(257, -265)",4
"(256, -265)",4
"(102, -52)",4
"(102, -50)",4
"(7, 98)",4
"(105, -161)",4
"(104, -161)",4
"(103, -161)",4
"(-76, 54)",4
"(-212, -80)",4
"(192, -192)",4
"(158, 27)",4
"(112, -326)",4
"(113, -155)",4
"(25, 49)",4
"(-3, -102)",4
"(-124, 191)",4
"(224, -17)",4
"(224, -46)",4
"(49, -9)",4
"(197, 80)",4
"(-38, 308)",4
"(-37, 308)",4
"(257, 20)",4
"(302, 30)",4
"(92, -192)",4
"(292, -272)",4
"(-252, 264)",4
"(-192, 239)",4
"(-16, -164)",4
"(206, 40)",4
"(-315, 137)",4
"(26, -180)",4
"(-19, -242)",4
"(-3, -159)",4
"(232, -292)",4
"(286, -120)",4
"(306, -101)",4
"(143, -72)",4
"(107, -142)",4
"(82, -192)",4
"(106, -223)",4
"(207, -2)",4
"(301, -121)",4
"(68, -194)",4
"(-82, 155)",4
"(-244, 24)",4
"(62, -192)",4
"(207, -42)",4
"(20, -105)",4
"(-168, -12)",4
"(23, 78)",4
"(52, -192)",4
"(10, -273)",4
"(37, 240)",4
"(8, 41)",4
"(-193, 340)",4
"(248, -41)",4
"(10, -105)",4
"(-148, 308)",4
"(-213, 340)",4
"(191, 96)",4
"(-315, 128)",4
"(-261, 124)",4
"(189, 98)",4
"(-23, -18)",4
"(-24, -17)",4
"(96, -180)",4
"(117, -180)",4
"(-78, 314)",4
"(1, -101)",4
"(248, -276)",4
"(-336, 146)",4
"(-191, 85)",4
"(48, -13)",4
"(-191, 84)",4
"(288, 18)",4
"(302, -110)",4
"(-223, 38)",4
"(2, -155)",4
"(-38, 314)",4
"(-223, 78)",4
"(-223, 98)",4
"(92, -292)",4
"(9, -219)",4
"(-35, 33)",4
"(171, 10)",4
"(169, 12)",4
"(-147, -44)",4
"(308, -78)",4
"(-8, 88)",4
"(125, -47)",4
"(21, -47)",4
"(153, 32)",4
"(112, -155)",4
"(-22, 239)",4
"(265, -276)",4
"(75, -223)",4
"(306, -83)",4
"(132, -192)",4
"(81, -261)",4
"(-17, -175)",4
"(-91, 146)",4
"(343, -292)",4
"(286, -51)",4
"(143, -31)",4
"(-29, -47)",4
"(9, -34)",4
"(172, -292)",4
"(306, -84)",4
"(302, -12)",4
"(-139, -68)",4
"(152, -292)",4
"(300, -82)",4
"(300, -73)",4
"(300, -72)",4
"(-8, 48)",4
"(306, -74)",4
"(277, -249)",4
"(14, 34)",4
"(302, -52)",4
"(-246, 266)",4
"(-158, -49)",4
"(-28, -312)",4
"(189, -236)",4
"(-73, 264)",4
"(-143, 1)",4
"(328, -141)",4
"(-131, 40)",4
"(-63, 160)",4
"(209, -14)",4
"(-183, 238)",4
"(12, 210)",4
"(134, -286)",4
"(-68, 328)",4
"(-89, 144)",4
"(-54, -260)",4
"(-234, -29)",4
"(105, -221)",4
"(182, 28)",4
"(-3, -36)",4
"(136, -291)",4
"(177, 98)",4
"(152, 70)",4
"(136, -220)",4
"(-71, 209)",4
"(265, -5)",4
"(-192, 71)",4
"(222, -31)",4
"(-38, 328)",4
"(-159, 11)",4
"(56, -300)",4
"(18, 126)",4
"(104, -221)",4
"(37, -157)",4
"(-125, 33)",4
"(-149, -11)",4
"(197, -340)",4
"(11, -44)",4
"(169, 13)",4
"(-223, -22)",4
"(-210, 87)",4
"(-25, -19)",4
"(58, 207)",4
"(-33, -42)",4
"(-228, 328)",4
"(-125, 35)",4
"(-25, 39)",4
"(36, -157)",4
"(117, -342)",4
"(-28, -192)",4
"(-23, 292)",4
"(-254, 263)",4
"(-123, 160)",4
"(28, -274)",4
"(18, 318)",4
"(-90, 132)",4
"(338, -281)",4
"(158, -314)",4
"(263, -275)",4
"(-37, 328)",4
"(167, -342)",4
"(-23, -20)",4
"(84, -264)",4
"(256, -264)",4
"(-83, 238)",4
"(-173, -102)",4
"(-132, 158)",4
"(-53, 158)",4
"(243, -263)",4
"(43, -10)",4
"(-63, 158)",4
"(-103, 60)",4
"(-146, -13)",4
"(-190, -85)",4
"(83, -264)",4
"(-70, 301)",4
"(-19, -21)",4
"(73, -264)",4
"(76, -340)",4
"(-36, -4)",4
"(-143, -1)",4
"(37, -182)",4
"(266, 9)",4
"(166, 27)",4
"(128, -221)",4
"(-103, 0)",4
"(257, 18)",4
"(199, -263)",4
"(26, 50)",4
"(168, -342)",4
"(-246, 94)",4
"(11, -275)",4
"(167, -220)",4
"(-332, 267)",4
"(-86, 210)",4
"(-143, 238)",4
"(-131, 13)",4
"(-123, 238)",4
"(-149, -10)",4
"(9, -275)",4
"(-182, 84)",4
"(197, -342)",4
"(198, -342)",4
"(-133, 158)",4
"(-5, 193)",4
"(222, -92)",4
"(-18, 210)",4
"(29, 164)",4
"(-9, -174)",4
"(196, 79)",4
"(-23, -102)",4
"(287, -262)",4
"(197, 78)",4
"(-13, 43)",4
"(292, -50)",4
"(-115, 157)",4
"(-148, -12)",4
"(-73, 263)",4
"(287, -40)",4
"(-84, 220)",4
"(-244, 276)",4
"(4, 127)",4
"(-231, 276)",4
"(3, 128)",4
"(22, 53)",4
"(17, 58)",4
"(267, 60)",4
"(46, -11)",4
"(121, -210)",4
"(-5, 245)",4
"(21, -77)",4
"(113, -71)",4
"(-26, -106)",4
"(-274, 120)",4
"(166, 26)",4
"(3, -144)",4
"(-27, -131)",4
"(35, 3)",4
"(147, -222)",4
"(24, -45)",4
"(247, -27)",4
"(247, -42)",4
"(247, -60)",4
"(-3, -142)",4
"(-247, 276)",4
"(33, 5)",4
"(223, -15)",4
"(246, -40)",4
"(-260, 274)",4
"(-181, 78)",4
"(-273, -2)",4
"(211, -90)",4
"(217, -236)",4
"(-17, 208)",4
"(-18, 208)",4
"(-12, 37)",4
"(42, -132)",4
"(126, -37)",4
"(-46, 30)",4
"(-258, -70)",4
"(-184, 83)",4
"(-3, -100)",4
"(192, -92)",4
"(171, 130)",4
"(192, -70)",4
"(-31, 46)",4
"(327, -142)",4
"(-261, 276)",4
"(-251, 276)",4
"(12, 34)",4
"(15, 31)",4
"(247, -80)",4
"(30, 8)",4
"(338, -221)",4
"(162, 101)",4
"(287, -142)",4
"(-238, 265)",4
"(-237, 265)",4
"(-35, -3)",4
"(253, 10)",4
"(193, -68)",4
"(-300, 7)",4
"(11, -104)",4
"(-8, -152)",4
"(17, 140)",4
"(-301, 129)",4
"(-222, 98)",4
"(-238, 68)",4
"(193, -66)",4
"(-245, 93)",4
"(-318, 50)",4
"(-318, 28)",4
"(207, -300)",4
"(-328, 288)",4
"(-133, -60)",4
"(77, -342)",4
"(-245, 25)",4
"(45, -12)",4
"(144, -13)",4
"(-238, 70)",4
"(287, -300)",4
"(98, -181)",4
"(-127, -5)",4
"(-314, 136)",4
"(-24, -21)",4
"(-314, 126)",4
"(-274, 40)",4
"(-314, 40)",4
"(-45, 31)",4
"(-12, 41)",4
"(287, -62)",4
"(-300, 59)",4
"(-248, 308)",4
"(-2, -142)",4
"(2, 36)",4
"(-10, 45)",4
"(196, 80)",4
"(-172, -66)",4
"(-175, -63)",4
"(-296, -5)",4
"(-47, -163)",4
"(-21, 45)",4
"(4, -86)",4
"(287, -85)",4
"(-314, 17)",4
"(-301, 9)",4
"(-249, 265)",4
"(159, -56)",4
"(327, -297)",4
"(207, -100)",4
"(-283, 18)",4
"(-178, -132)",4
"(132, 70)",4
"(-33, -222)",4
"(59, -296)",4
"(176, -20)",4
"(176, -65)",4
"(172, -232)",4
"(-283, 20)",4
"(205, -251)",4
"(-198, 85)",4
"(-198, 83)",4
"(198, -321)",4
"(122, -232)",4
"(152, -170)",4
"(-153, -102)",4
"(208, -321)",4
"(-170, 67)",4
"(-170, 75)",4
"(126, -280)",4
"(179, -296)",4
"(256, -34)",4
"(256, -40)",4
"(-153, 198)",4
"(-141, 344)",4
"(-269, -41)",4
"(-190, 198)",4
"(-146, 334)",4
"(-68, 28)",4
"(-9, 176)",4
"(-68, 34)",4
"(-6, 176)",4
"(178, -294)",4
"(-122, 99)",4
"(-171, 344)",4
"(-178, 334)",4
"(-193, -62)",4
"(-154, -44)",4
"(-306, -4)",4
"(-232, 46)",4
"(102, -229)",4
"(-242, -81)",4
"(62, -7)",4
"(-177, -55)",4
"(15, -92)",4
"(257, 38)",4
"(-5, 281)",4
"(-171, 76)",4
"(115, -175)",4
"(-98, 348)",4
"(252, -90)",4
"(-323, 130)",4
"(-127, -44)",4
"(176, -310)",4
"(-31, -36)",4
"(-133, -42)",4
"(110, -201)",4
"(79, -229)",4
"(62, -52)",4
"(0, -95)",4
"(281, -110)",4
"(-176, -53)",4
"(110, -175)",4
"(103, -175)",4
"(62, -232)",4
"(252, -252)",4
"(-48, 348)",4
"(12, -232)",4
"(161, 10)",4
"(253, 28)",4
"(2, -232)",4
"(-254, 255)",4
"(-10, -219)",4
"(173, 108)",4
"(-68, 348)",4
"(-43, -240)",4
"(-310, 11)",4
"(-62, 42)",4
"(-2, 59)",4
"(-294, 0)",4
"(-28, 310)",4
"(-233, 324)",4
"(-13, 280)",4
"(-31, 280)",4
"(271, -289)",4
"(-134, -5)",4
"(105, -176)",4
"(188, -202)",4
"(-228, 110)",4
"(-199, 280)",4
"(284, -110)",4
"(-113, 324)",4
"(-103, 324)",4
"(-139, 50)",4
"(-176, -52)",4
"(257, -240)",4
"(248, 86)",4
"(-294, 6)",4
"(134, 35)",4
"(12, -312)",4
"(-324, 123)",4
"(-58, 48)",4
"(-268, -70)",4
"(-324, 146)",4
"(257, -22)",4
"(-58, 33)",4
"(242, -250)",4
"(-18, -40)",4
"(-158, 228)",4
"(-191, 297)",4
"(-178, 228)",4
"(-228, 228)",4
"(-271, 324)",4
"(-233, 78)",4
"(-59, 50)",4
"(187, -202)",4
"(58, -294)",4
"(3, 136)",4
"(-113, -22)",4
"(297, -22)",4
"(16, 240)",4
"(131, -169)",4
"(-51, 344)",4
"(255, 69)",4
"(-36, 334)",4
"(15, 45)",4
"(180, -202)",4
"(12, 48)",4
"(-122, 6)",4
"(-4, 60)",4
"(-249, 251)",4
"(183, 50)",4
"(23, 69)",4
"(-83, 198)",4
"(169, 29)",4
"(-185, 233)",4
"(-231, 256)",4
"(80, -228)",4
"(-59, 33)",4
"(-59, 30)",4
"(167, -202)",4
"(108, -202)",4
"(107, -202)",4
"(-169, 71)",4
"(-169, 41)",4
"(-248, 310)",4
"(-135, 18)",4
"(17, 318)",4
"(47, -202)",4
"(43, -202)",4
"(-339, 145)",4
"(177, 120)",4
"(196, 101)",4
"(212, -310)",4
"(-283, 269)",4
"(172, 108)",4
"(-173, 58)",4
"(137, -322)",4
"(231, -18)",4
"(9, -174)",4
"(-311, 297)",4
"(-173, 200)",4
"(-163, 200)",4
"(-105, 137)",4
"(194, -253)",4
"(47, -322)",4
"(-154, 200)",4
"(107, -322)",4
"(184, -253)",4
"(78, -322)",4
"(77, -322)",4
"(339, -283)",4
"(48, -322)",4
"(-4, -60)",4
"(127, -282)",4
"(282, -50)",4
"(282, -52)",4
"(-64, 46)",4
"(92, -252)",4
"(-137, 14)",4
"(-9, 173)",4
"(-66, 47)",4
"(104, -174)",4
"(243, 96)",4
"(282, -112)",4
"(178, -322)",4
"(177, -322)",4
"(162, -252)",4
"(187, -282)",4
"(182, -252)",4
"(254, -34)",4
"(146, -311)",4
"(65, -51)",4
"(68, -282)",4
"(23, -252)",4
"(-295, 111)",4
"(-253, 38)",4
"(-174, 60)",4
"(-253, 58)",4
"(6, -231)",4
"(-253, 104)",4
"(-253, 118)",4
"(-12, -219)",4
"(-204, -91)",4
"(78, -334)",4
"(-306, -5)",4
"(-322, 131)",4
"(-267, -44)",4
"(-163, -68)",4
"(-231, 61)",4
"(-30, -35)",4
"(-3, -62)",4
"(66, -37)",4
"(168, -334)",4
"(-27, -284)",4
"(-154, -20)",4
"(67, -282)",4
"(57, -282)",4
"(-338, 348)",4
"(12, 54)",4
"(-13, -282)",4
"(37, -282)",4
"(10, -173)",4
"(32, 34)",4
"(27, -282)",4
"(253, -35)",4
"(253, -34)",4
"(129, -173)",4
"(-44, 231)",4
"(-13, -80)",4
"(-7, -192)",4
"(162, -230)",4
"(-93, 83)",4
"(-14, 120)",4
"(-91, 323)",4
"(-9, 296)",4
"(148, -254)",4
"(-6, 283)",4
"(172, -92)",4
"(162, 10)",4
"(-168, 348)",4
"(-104, 136)",4
"(311, -96)",4
"(-252, 100)",4
"(-4, 175)",4
"(-10, 172)",4
"(-120, 35)",4
"(311, -39)",4
"(201, -67)",4
"(201, -79)",4
"(48, 247)",4
"(63, -52)",4
"(-16, 296)",4
"(-30, 283)",4
"(322, -70)",4
"(-201, 85)",4
"(177, 78)",4
"(186, 69)",4
"(217, 38)",4
"(237, 18)",4
"(6, 130)",4
"(-7, 136)",4
"(-13, 138)",4
"(-63, 120)",4
"(199, -99)",4
"(199, -98)",4
"(177, 118)",4
"(322, -130)",4
"(-40, 283)",4
"(322, -72)",4
"(283, 28)",4
"(-172, 119)",4
"(82, -230)",4
"(15, 49)",4
"(-138, 254)",4
"(-128, 254)",4
"(2, -66)",4
"(296, -120)",4
"(232, -18)",4
"(18, 46)",4
"(1, -230)",4
"(173, -92)",4
"(67, -36)",4
"(-131, -5)",4
"(-8, -192)",4
"(232, -112)",4
"(47, 264)",4
"(62, -230)",4
"(47, -120)",4
"(27, 284)",4
"(323, -183)",4
"(296, -112)",4
"(296, -111)",4
"(-120, 295)",4
"(-254, 29)",4
"(-254, 40)",4
"(-218, 348)",4
"(-172, 75)",4
"(-14, 295)",4
"(-254, 80)",4
"(-16, 295)",4
"(-254, 103)",4
"(-20, 295)",4
"(-136, 67)",4
"(283, -112)",4
"(100, -281)",4
"(63, -172)",4
"(128, -281)",4
"(-115, 295)",4
"(42, -312)",4
"(187, 93)",4
"(-180, 78)",4
"(-143, 260)",4
"(-43, 100)",4
"(-14, -165)",4
"(52, -32)",4
"(-33, 100)",4
"(-243, 320)",4
"(142, -72)",4
"(-3, -161)",4
"(-263, 320)",4
"(-2, -114)",4
"(46, 6)",4
"(-151, -44)",4
"(42, 10)",4
"(-133, -62)",4
"(278, -73)",4
"(-3, 260)",4
"(206, -67)",4
"(46, -51)",4
"(-193, -42)",4
"(-213, 260)",4
"(142, -12)",4
"(-248, 133)",4
"(24, -313)",4
"(16, -277)",4
