X,Y,Labor
251,-270,12792.0
-311,132,12792.0
192,99,12792.0
110,-161,12792.0
205,-72,12792.0
189,93,12792.0
33,-36,12792.0
109,-169,12792.0
103,-166,12792.0
202,88,12792.0
-31,42,12792.0
-21,293,12792.0
-251,258,12792.0
234,-33,12792.0
147,29,12792.0
147,18,12792.0
-316,128,12792.0
196,-69,12792.0
-1,185,12792.0
-177,74,12792.0
-293,-2,12792.0
189,-69,12792.0
-4,-171,12714.0
-313,134,12714.0
-295,11,12714.0
199,-71,12714.0
194,96,12714.0
109,-229,12714.0
-314,7,12714.0
319,-89,12714.0
224,-32,12714.0
43,3,12714.0
16,-40,12714.0
-245,272,12714.0
-314,9,12714.0
250,-271,12714.0
-250,261,12714.0
-85,210,12714.0
-319,133,12714.0
-28,279,12714.0
154,23,12714.0
143,32,12714.0
-228,263,12714.0
-4,186,12714.0
-172,-47,12714.0
-5,-271,12714.0
-151,-2,12714.0
-5,-161,12714.0
-7,-276,12714.0
-7,-172,12714.0
-2,179,12714.0
228,-29,12714.0
-13,285,12714.0
157,18,12714.0
-171,-47,12714.0
162,22,12714.0
33,-39,12714.0
206,-80,12714.0
160,18,12714.0
-9,-167,12714.0
-244,266,12714.0
-181,78,12714.0
167,18,12714.0
229,-34,12714.0
-181,68,12714.0
-22,-162,12714.0
-227,264,12714.0
-146,-1,12714.0
209,-83,12714.0
168,18,12714.0
31,-39,12714.0
209,-74,12714.0
89,-229,12714.0
224,-30,12714.0
309,-91,12714.0
225,-32,12714.0
-87,207,12636.0
33,-37,12636.0
7,-271,12636.0
219,-22,12636.0
194,-70,12636.0
-233,269,12636.0
-304,6,12636.0
-12,-160,12636.0
-330,141,12636.0
190,100,12636.0
-322,134,12636.0
149,18,12636.0
-3,-162,12636.0
-306,3,12636.0
-251,273,12636.0
-296,1,12636.0
257,-275,12636.0
188,102,12636.0
-307,132,12636.0
-198,79,12636.0
-294,0,12636.0
-11,-157,12636.0
189,98,12636.0
34,-39,12636.0
-253,258,12636.0
94,-230,12636.0
-92,216,12636.0
-30,278,12636.0
-164,-49,12636.0
-12,284,12636.0
283,-76,12636.0
244,-267,12636.0
234,-34,12636.0
-6,-272,12636.0
244,-272,12636.0
111,-170,12636.0
212,-81,12636.0
-7,-163,12636.0
-237,271,12636.0
112,-158,12636.0
-135,11,12636.0
-16,-164,12636.0
-316,141,12636.0
309,-92,12636.0
-5,-272,12636.0
-6,-170,12636.0
-13,-161,12636.0
-315,139,12636.0
-249,273,12636.0
194,94,12636.0
-74,209,12636.0
-181,72,12636.0
-102,154,12636.0
310,-91,12636.0
302,-91,12636.0
-17,-157,12636.0
1,179,12558.0
-130,1,12558.0
-6,-270,12558.0
-150,-2,12558.0
-170,-50,12558.0
231,-34,12558.0
-91,149,12558.0
-30,290,12558.0
193,94,12558.0
159,18,12558.0
-199,76,12558.0
163,24,12558.0
183,-73,12558.0
163,22,12558.0
-76,215,12558.0
-15,279,12558.0
-151,11,12558.0
-21,-162,12558.0
2,-272,12558.0
123,-164,12558.0
-151,0,12558.0
-6,-157,12558.0
114,-157,12558.0
255,-272,12558.0
-93,149,12558.0
-179,76,12558.0
-84,208,12558.0
244,-270,12558.0
159,23,12558.0
114,-171,12558.0
-249,259,12558.0
-25,279,12558.0
6,180,12558.0
-159,13,12558.0
3,181,12558.0
223,-32,12558.0
-2,186,12558.0
-228,265,12558.0
18,-39,12558.0
-290,1,12558.0
-11,-167,12558.0
194,90,12558.0
43,4,12558.0
-170,-49,12558.0
-4,183,12558.0
-306,1,12558.0
-303,-2,12558.0
242,-272,12558.0
-11,-160,12558.0
-307,8,12558.0
-231,265,12558.0
-99,219,12558.0
244,-27,12558.0
-243,258,12558.0
93,-226,12558.0
83,-216,12558.0
301,-90,12558.0
-229,266,12558.0
-312,133,12558.0
241,-22,12558.0
-97,224,12558.0
-144,14,12558.0
113,-159,12558.0
191,93,12480.0
-182,79,12480.0
315,-92,12480.0
5,179,12480.0
-3,-173,12480.0
233,-29,12480.0
-22,293,12480.0
-245,270,12480.0
-10,-173,12480.0
-252,260,12480.0
5,-37,12480.0
-3,178,12480.0
-101,138,12480.0
-32,294,12480.0
-15,282,12480.0
309,-89,12480.0
19,-39,12480.0
-228,259,12480.0
-92,214,12480.0
222,-29,12480.0
29,-39,12480.0
-1,180,12480.0
-141,11,12480.0
-91,146,12480.0
214,90,12480.0
-12,282,12480.0
-6,181,12480.0
0,178,12480.0
198,-67,12480.0
3,183,12480.0
95,-232,12480.0
206,-71,12480.0
-183,69,12480.0
-307,-1,12480.0
-293,0,12480.0
99,-158,12480.0
116,-160,12480.0
155,20,12480.0
-316,7,12480.0
198,93,12480.0
198,94,12480.0
-5,-173,12480.0
8,-173,12480.0
-231,258,12480.0
-12,-169,12480.0
161,19,12480.0
-83,209,12480.0
-312,14,12480.0
-27,38,12480.0
-309,-1,12480.0
-89,146,12480.0
206,-74,12480.0
-15,291,12480.0
3,184,12480.0
215,88,12480.0
-20,288,12480.0
-13,-171,12480.0
-23,289,12480.0
30,-40,12480.0
-246,267,12480.0
247,-271,12480.0
111,-161,12480.0
-202,74,12480.0
-206,83,12480.0
-17,44,12480.0
-234,266,12402.0
3,-274,12402.0
-231,264,12402.0
146,28,12402.0
101,-161,12402.0
-86,210,12402.0
-2,187,12402.0
-228,262,12402.0
262,-278,12402.0
-2,180,12402.0
-4,180,12402.0
-14,-171,12402.0
242,-270,12402.0
44,3,12402.0
-307,-3,12402.0
0,180,12402.0
-138,8,12402.0
-81,151,12402.0
-22,291,12402.0
84,-217,12402.0
189,100,12402.0
213,92,12402.0
-14,-163,12402.0
-168,-52,12402.0
217,88,12402.0
-153,-2,12402.0
-317,132,12402.0
-153,0,12402.0
-316,130,12402.0
-21,278,12402.0
-2,-166,12402.0
196,-71,12402.0
-1,-167,12402.0
93,-228,12402.0
-319,130,12402.0
-321,132,12402.0
254,-272,12402.0
-78,208,12402.0
-15,-161,12402.0
-176,76,12402.0
197,-68,12402.0
-12,-158,12402.0
113,-156,12402.0
194,95,12402.0
153,24,12402.0
-17,286,12402.0
-226,261,12402.0
14,-39,12402.0
-7,-169,12402.0
-93,152,12402.0
-145,-1,12402.0
91,-230,12402.0
11,-174,12402.0
204,101,12402.0
-311,6,12402.0
200,88,12402.0
141,33,12402.0
-251,260,12402.0
198,-69,12402.0
312,-92,12402.0
-315,10,12402.0
-7,-156,12402.0
-94,151,12402.0
9,-268,12402.0
158,26,12402.0
-6,-277,12402.0
-250,259,12402.0
201,-67,12402.0
-312,139,12402.0
-247,257,12324.0
82,-230,12324.0
211,90,12324.0
150,31,12324.0
4,185,12324.0
210,89,12324.0
260,-280,12324.0
-252,274,12324.0
-1,-169,12324.0
-22,294,12324.0
-86,207,12324.0
220,-22,12324.0
-133,9,12324.0
-73,212,12324.0
112,-157,12324.0
35,11,12324.0
-23,40,12324.0
-19,-167,12324.0
-311,13,12324.0
-32,284,12324.0
-294,6,12324.0
-145,10,12324.0
-156,-52,12324.0
-317,8,12324.0
-94,209,12324.0
-307,4,12324.0
204,-79,12324.0
90,-229,12324.0
-101,153,12324.0
307,-89,12324.0
231,-30,12324.0
249,-29,12324.0
-202,78,12324.0
-202,79,12324.0
-317,128,12324.0
-322,13,12324.0
152,28,12324.0
194,-72,12324.0
-198,70,12324.0
-10,41,12324.0
241,-21,12324.0
-90,215,12324.0
-312,4,12324.0
-77,214,12324.0
199,93,12324.0
199,98,12324.0
-14,276,12324.0
199,100,12324.0
240,-20,12324.0
9,178,12324.0
206,-69,12324.0
150,29,12324.0
-307,3,12324.0
5,-281,12324.0
-31,293,12324.0
-298,5,12324.0
-184,78,12324.0
10,-173,12324.0
-140,8,12324.0
-8,-171,12324.0
0,-278,12324.0
304,-90,12324.0
122,-170,12324.0
221,-27,12324.0
230,-33,12324.0
192,98,12324.0
209,93,12324.0
-200,75,12324.0
259,-274,12324.0
124,-164,12324.0
189,94,12324.0
209,91,12324.0
95,-230,12246.0
212,87,12246.0
-236,268,12246.0
-86,143,12246.0
-90,209,12246.0
-301,11,12246.0
-319,10,12246.0
40,8,12246.0
308,-76,12246.0
-5,-170,12246.0
263,-279,12246.0
-7,178,12246.0
-23,-162,12246.0
-235,268,12246.0
-36,290,12246.0
214,-79,12246.0
15,-41,12246.0
-104,143,12246.0
147,28,12246.0
33,-40,12246.0
264,-279,12246.0
153,26,12246.0
204,-67,12246.0
148,18,12246.0
158,27,12246.0
-71,209,12246.0
-88,209,12246.0
243,-272,12246.0
-196,82,12246.0
6,181,12246.0
-7,-159,12246.0
-27,292,12246.0
-103,143,12246.0
-27,281,12246.0
92,-231,12246.0
119,-163,12246.0
-98,219,12246.0
8,-276,12246.0
-225,258,12246.0
-245,260,12246.0
119,-164,12246.0
-94,211,12246.0
198,99,12246.0
4,-278,12246.0
-35,288,12246.0
121,-161,12246.0
159,26,12246.0
-73,209,12246.0
-201,80,12246.0
-178,79,12246.0
-16,-170,12246.0
-227,261,12246.0
79,-226,12246.0
-157,14,12246.0
4,188,12246.0
4,-164,12246.0
-294,3,12246.0
-314,11,12246.0
-306,130,12246.0
4,-166,12246.0
-232,266,12246.0
4,179,12246.0
103,-223,12246.0
193,92,12246.0
-310,11,12246.0
287,-82,12246.0
200,91,12168.0
192,-70,12168.0
-1,178,12168.0
106,-157,12168.0
238,-269,12168.0
4,183,12168.0
-3,-166,12168.0
252,-271,12168.0
93,-234,12168.0
-74,215,12168.0
-162,13,12168.0
-196,81,12168.0
-96,221,12168.0
89,-227,12168.0
314,-92,12168.0
-33,286,12168.0
118,-158,12168.0
-311,131,12168.0
108,-160,12168.0
-8,-272,12168.0
7,-273,12168.0
-89,210,12168.0
-196,83,12168.0
203,-74,12168.0
124,-160,12168.0
-312,11,12168.0
-95,220,12168.0
1,186,12168.0
105,-166,12168.0
197,-71,12168.0
32,-42,12168.0
192,92,12168.0
-143,9,12168.0
223,-28,12168.0
3,-279,12168.0
222,-32,12168.0
-314,140,12168.0
-311,137,12168.0
-32,293,12168.0
-312,13,12168.0
-167,-51,12168.0
208,-74,12168.0
-296,6,12168.0
-303,7,12168.0
-244,269,12168.0
32,-35,12168.0
106,-165,12168.0
186,-71,12168.0
-232,258,12168.0
257,-271,12168.0
-19,-158,12168.0
118,-173,12168.0
-299,6,12168.0
-105,140,12168.0
-37,294,12168.0
12,-272,12168.0
-102,153,12168.0
93,-232,12168.0
-253,260,12168.0
145,28,12168.0
13,-176,12168.0
205,-83,12168.0
-201,73,12168.0
-230,258,12168.0
-149,-56,12168.0
160,20,12168.0
-201,77,12168.0
-12,180,12168.0
2,-161,12168.0
-179,79,12168.0
-86,141,12168.0
-5,-159,12168.0
122,-161,12168.0
37,13,12168.0
-20,41,12168.0
205,-70,12168.0
206,-73,12168.0
-16,276,12168.0
237,-267,12168.0
-4,-174,12168.0
-322,133,12168.0
-155,-49,12168.0
2,191,12168.0
-1,192,12168.0
-12,41,12168.0
211,105,12168.0
-252,273,12168.0
-14,280,12168.0
-333,138,12168.0
305,-88,12168.0
-182,-46,12168.0
-148,-61,12168.0
-3,191,12168.0
-301,4,12168.0
156,23,12168.0
-102,138,12168.0
-88,148,12168.0
-104,140,12168.0
169,20,12168.0
-207,84,12168.0
216,92,12168.0
-98,151,12090.0
-2,178,12090.0
6,183,12090.0
207,98,12090.0
-2,182,12090.0
-98,148,12090.0
-7,-168,12090.0
-247,274,12090.0
2,-162,12090.0
116,-172,12090.0
-200,78,12090.0
-6,-161,12090.0
100,-163,12090.0
-168,-51,12090.0
305,-93,12090.0
-183,79,12090.0
99,-163,12090.0
107,-228,12090.0
99,-220,12090.0
-20,-162,12090.0
-184,68,12090.0
255,-281,12090.0
159,20,12090.0
-84,206,12090.0
-13,180,12090.0
-199,77,12090.0
99,-229,12090.0
8,-174,12090.0
-199,79,12090.0
-306,-4,12090.0
-183,72,12090.0
284,-78,12090.0
-6,188,12090.0
-6,183,12090.0
-19,-164,12090.0
7,-272,12090.0
144,30,12090.0
164,23,12090.0
-197,74,12090.0
-159,-50,12090.0
-9,-170,12090.0
217,-22,12090.0
187,98,12090.0
305,-80,12090.0
-83,138,12090.0
106,-164,12090.0
-35,-12,12090.0
98,-162,12090.0
-320,138,12090.0
-1,189,12090.0
-24,40,12090.0
117,-161,12090.0
-313,139,12090.0
-87,214,12090.0
246,-271,12090.0
239,-20,12090.0
-144,-4,12090.0
-184,69,12090.0
34,13,12090.0
96,-231,12090.0
234,-272,12090.0
-178,68,12090.0
-5,182,12090.0
196,103,12090.0
-203,82,12090.0
-27,282,12090.0
195,-70,12090.0
33,-41,12090.0
-7,-157,12090.0
-5,-270,12090.0
207,-85,12090.0
189,-67,12090.0
188,98,12090.0
-29,41,12090.0
318,-89,12090.0
6,-271,12090.0
-5,-168,12090.0
161,18,12090.0
138,34,12090.0
105,-229,12090.0
-77,217,12090.0
-12,-173,12090.0
-142,14,12090.0
102,-223,12090.0
163,21,12090.0
102,-224,12090.0
-313,3,12090.0
-154,0,12090.0
240,-21,12090.0
-32,41,12090.0
-313,9,12090.0
-11,-163,12090.0
-250,260,12090.0
-93,220,12090.0
-176,75,12090.0
254,-278,12090.0
204,-73,12090.0
104,-157,12090.0
113,-157,12090.0
5,-170,12090.0
-17,283,12090.0
233,-17,12090.0
112,-232,12090.0
34,12,12090.0
189,97,12012.0
-299,5,12012.0
6,-274,12012.0
-23,38,12012.0
109,-157,12012.0
119,-174,12012.0
-7,188,12012.0
-21,289,12012.0
-161,-49,12012.0
-96,148,12012.0
-293,-1,12012.0
239,-29,12012.0
-293,6,12012.0
-309,5,12012.0
104,-165,12012.0
126,-171,12012.0
-7,-272,12012.0
3,-166,12012.0
170,18,12012.0
219,-20,12012.0
-308,129,12012.0
-186,68,12012.0
-103,138,12012.0
8,-42,12012.0
165,19,12012.0
-309,13,12012.0
-77,216,12012.0
-23,293,12012.0
234,-30,12012.0
-232,267,12012.0
300,-93,12012.0
94,-227,12012.0
-96,216,12012.0
-85,139,12012.0
-7,187,12012.0
-11,280,12012.0
97,-231,12012.0
-294,-2,12012.0
212,-78,12012.0
-1,-174,12012.0
0,187,12012.0
31,-35,12012.0
0,-173,12012.0
310,-82,12012.0
-141,9,12012.0
197,-70,12012.0
4,190,12012.0
-252,258,12012.0
197,-66,12012.0
-22,279,12012.0
-22,278,12012.0
-73,215,12012.0
159,33,12012.0
4,-277,12012.0
-9,179,12012.0
-72,211,12012.0
-91,216,12012.0
-206,84,12012.0
184,-72,12012.0
252,-281,12012.0
147,15,12012.0
-182,78,12012.0
-199,73,12012.0
-144,9,12012.0
205,-81,12012.0
-140,9,12012.0
-14,-164,12012.0
111,-160,12012.0
79,-222,12012.0
-33,40,12012.0
-142,7,12012.0
316,-91,12012.0
-106,143,12012.0
-7,-166,12012.0
-27,277,12012.0
-292,1,12012.0
316,-93,12012.0
-244,256,12012.0
-230,260,12012.0
204,-77,12012.0
-240,258,12012.0
243,-26,12012.0
168,34,12012.0
-197,83,12012.0
-181,73,12012.0
110,-162,12012.0
-88,217,12012.0
-296,8,12012.0
218,-22,12012.0
-202,82,12012.0
-310,129,12012.0
-7,-164,12012.0
191,-72,12012.0
-89,150,12012.0
36,14,12012.0
4,186,11934.0
113,-160,11934.0
-26,43,11934.0
-11,-267,11934.0
-145,-3,11934.0
-23,292,11934.0
-329,139,11934.0
-306,127,11934.0
240,-22,11934.0
0,189,11934.0
123,-172,11934.0
101,-221,11934.0
-2,-173,11934.0
2,182,11934.0
-86,142,11934.0
112,-162,11934.0
17,-42,11934.0
-43,-2,11934.0
218,-26,11934.0
259,-280,11934.0
83,-233,11934.0
111,-234,11934.0
-133,-2,11934.0
-1,-162,11934.0
125,-172,11934.0
-145,8,11934.0
189,-68,11934.0
114,-173,11934.0
7,179,11934.0
7,181,11934.0
-304,129,11934.0
209,-75,11934.0
-11,-174,11934.0
-15,287,11934.0
197,99,11934.0
163,23,11934.0
156,26,11934.0
-93,153,11934.0
-294,9,11934.0
166,29,11934.0
85,-217,11934.0
-28,40,11934.0
229,-267,11934.0
187,-71,11934.0
233,-26,11934.0
-158,-51,11934.0
208,-86,11934.0
-245,257,11934.0
244,-26,11934.0
140,32,11934.0
-157,-52,11934.0
251,-34,11934.0
109,-231,11934.0
79,-227,11934.0
-244,255,11934.0
-178,80,11934.0
208,-85,11934.0
-141,-2,11934.0
101,-160,11934.0
289,-82,11934.0
-31,280,11934.0
197,93,11934.0
305,-92,11934.0
107,-227,11934.0
-88,142,11934.0
317,-88,11934.0
-93,143,11934.0
-79,224,11934.0
-203,81,11934.0
-247,256,11934.0
-295,12,11934.0
249,-272,11934.0
-203,79,11934.0
-177,79,11934.0
254,-279,11934.0
187,-70,11934.0
-108,150,11934.0
311,-81,11934.0
-182,81,11934.0
-314,3,11856.0
190,-71,11856.0
146,16,11856.0
-244,254,11856.0
-178,71,11856.0
-316,6,11856.0
-323,15,11856.0
84,-232,11856.0
304,-93,11856.0
34,-37,11856.0
306,-91,11856.0
239,-282,11856.0
-315,130,11856.0
-323,138,11856.0
-246,266,11856.0
88,-226,11856.0
8,176,11856.0
2,179,11856.0
12,-175,11856.0
-200,72,11856.0
259,-276,11856.0
-152,-3,11856.0
-8,178,11856.0
-152,-2,11856.0
-20,-158,11856.0
162,19,11856.0
-31,278,11856.0
306,-80,11856.0
192,-71,11856.0
218,-21,11856.0
8,178,11856.0
197,-67,11856.0
207,-71,11856.0
307,-81,11856.0
-176,74,11856.0
-8,-274,11856.0
7,189,11856.0
7,193,11856.0
-176,68,11856.0
-230,267,11856.0
-295,-1,11856.0
238,-34,11856.0
238,-33,11856.0
203,-76,11856.0
240,-30,11856.0
94,-226,11856.0
11,176,11856.0
245,-272,11856.0
212,95,11856.0
-15,-157,11856.0
109,-165,11856.0
-229,259,11856.0
-72,214,11856.0
-75,213,11856.0
163,25,11856.0
213,103,11856.0
-2,-169,11856.0
-300,2,11856.0
169,31,11856.0
-159,-53,11856.0
-14,43,11856.0
111,-159,11856.0
-179,73,11856.0
-42,8,11856.0
-99,213,11856.0
109,-167,11856.0
237,-268,11856.0
-17,-168,11856.0
-147,-3,11856.0
121,-174,11856.0
-301,13,11856.0
-77,215,11856.0
-204,83,11856.0
-77,224,11856.0
219,87,11856.0
-208,84,11856.0
30,-42,11856.0
30,-41,11856.0
170,30,11856.0
-310,139,11856.0
-198,82,11856.0
-299,-1,11856.0
-305,12,11856.0
115,-161,11856.0
-201,76,11856.0
-316,139,11856.0
188,94,11856.0
-32,-12,11856.0
-33,293,11856.0
293,-76,11856.0
-251,257,11856.0
87,-222,11856.0
-70,209,11856.0
191,-70,11856.0
-131,6,11856.0
-292,4,11856.0
193,96,11856.0
-18,284,11856.0
195,88,11856.0
-91,217,11856.0
-4,-273,11856.0
-26,276,11856.0
-2,190,11856.0
-75,210,11856.0
-6,190,11856.0
260,-282,11856.0
77,-222,11856.0
-18,289,11778.0
-84,212,11778.0
-161,12,11778.0
-307,11,11778.0
108,-164,11778.0
-329,133,11778.0
-97,217,11778.0
-186,70,11778.0
-301,6,11778.0
-7,-268,11778.0
-1,-282,11778.0
44,-10,11778.0
-146,-64,11778.0
-19,286,11778.0
-17,-166,11778.0
-314,136,11778.0
-16,288,11778.0
309,-87,11778.0
-165,-52,11778.0
-227,263,11778.0
123,-163,11778.0
-6,-166,11778.0
189,-74,11778.0
-242,254,11778.0
-308,9,11778.0
-18,279,11778.0
120,-160,11778.0
-231,260,11778.0
-101,218,11778.0
256,-277,11778.0
-99,151,11778.0
-100,219,11778.0
-97,223,11778.0
-99,150,11778.0
256,-271,11778.0
-19,-161,11778.0
122,-172,11778.0
187,99,11778.0
255,-270,11778.0
-241,270,11778.0
-305,130,11778.0
100,-158,11778.0
106,-229,11778.0
320,-92,11778.0
320,-90,11778.0
-241,271,11778.0
-302,4,11778.0
83,-217,11778.0
-317,134,11778.0
101,-222,11778.0
153,23,11778.0
-315,132,11778.0
153,25,11778.0
-13,275,11778.0
204,-78,11778.0
-197,77,11778.0
100,-220,11778.0
307,-91,11778.0
-309,10,11778.0
1,-272,11778.0
167,33,11778.0
-79,219,11778.0
199,103,11778.0
1,-161,11778.0
-24,289,11778.0
-312,6,11778.0
-234,269,11778.0
7,-282,11778.0
-35,290,11778.0
-87,143,11778.0
-9,-165,11778.0
208,-73,11778.0
-143,6,11778.0
12,-276,11778.0
-27,294,11778.0
308,-89,11778.0
-11,186,11778.0
-91,211,11778.0
4,-172,11778.0
-32,42,11778.0
103,-226,11778.0
-141,13,11778.0
-93,218,11778.0
5,-36,11778.0
-151,12,11778.0
306,-77,11778.0
197,88,11778.0
5,-172,11778.0
-177,76,11778.0
172,25,11778.0
244,-24,11778.0
-42,-6,11778.0
3,188,11778.0
-89,219,11778.0
262,-277,11778.0
-33,292,11778.0
195,90,11778.0
-27,44,11778.0
245,-270,11778.0
-172,-49,11778.0
-326,136,11778.0
-94,148,11778.0
-151,13,11778.0
-94,214,11778.0
3,-170,11778.0
219,-27,11778.0
206,98,11778.0
235,-272,11778.0
-173,-47,11778.0
1,-282,11778.0
-26,279,11778.0
-226,259,11778.0
209,-84,11778.0
-96,150,11778.0
-9,286,11778.0
-289,-1,11778.0
-36,288,11778.0
