X,Y,Labor
-140,-2,12168.0
-175,3,12168.0
160,0,12168.0
142,-3,12168.0
-131,0,12168.0
-235,-1,12168.0
-106,1,12168.0
-69,133,12168.0
-137,2,12168.0
108,-218,12168.0
219,0,12168.0
198,-2,12168.0
-40,80,12168.0
135,-1,12168.0
79,-156,12168.0
-67,130,12168.0
-102,214,12168.0
-95,190,12168.0
-70,-2,12168.0
-182,2,12168.0
-104,203,12168.0
101,-201,12168.0
-222,-2,12168.0
230,-2,12168.0
-145,-3,12168.0
101,-203,12168.0
-92,182,12168.0
-39,76,12168.0
44,-93,12168.0
-215,0,12168.0
-43,81,12168.0
-41,78,12168.0
53,-103,12090.0
95,-190,12090.0
202,1,12090.0
73,2,12090.0
-54,106,12090.0
-47,94,12090.0
89,-182,12090.0
219,-2,12090.0
-67,126,12090.0
96,-191,12090.0
-82,4,12090.0
84,-164,12090.0
-67,127,12090.0
-67,129,12090.0
-75,-1,12090.0
83,-164,12090.0
42,-92,12090.0
230,0,12090.0
203,1,12090.0
-154,0,12090.0
197,3,12090.0
49,-104,12090.0
81,-164,12090.0
-72,138,12090.0
105,-215,12090.0
181,-1,12090.0
-103,215,12090.0
-77,4,12090.0
-77,3,12090.0
-62,122,12090.0
85,1,12090.0
-224,3,12090.0
-165,0,12090.0
46,-94,12090.0
34,-72,12090.0
-92,178,12090.0
-234,0,12090.0
83,-159,12090.0
-92,176,12090.0
243,2,12090.0
-96,188,12090.0
243,4,12090.0
64,3,12090.0
46,-97,12090.0
190,-2,12090.0
-62,124,12090.0
-88,179,12090.0
117,-2,12090.0
211,1,12090.0
88,-184,12090.0
87,-2,12090.0
-146,3,12090.0
195,-3,12090.0
107,-2,12090.0
50,-105,12090.0
-78,2,12090.0
29,-62,12012.0
50,-93,12012.0
-97,2,12012.0
-168,-1,12012.0
120,-2,12012.0
83,-3,12012.0
-109,222,12012.0
187,-2,12012.0
187,1,12012.0
-39,73,12012.0
-97,194,12012.0
-228,1,12012.0
-50,100,12012.0
-34,72,12012.0
-122,247,12012.0
237,-1,12012.0
-132,4,12012.0
-227,1,12012.0
94,-192,12012.0
245,-1,12012.0
-65,-1,12012.0
-85,170,12012.0
-178,2,12012.0
-223,-1,12012.0
174,3,12012.0
-106,2,12012.0
-217,-3,12012.0
-62,116,12012.0
-131,-1,12012.0
-138,2,12012.0
-228,2,12012.0
228,-2,12012.0
105,-210,12012.0
-42,82,12012.0
117,1,12012.0
-87,1,12012.0
-87,165,12012.0
-87,168,12012.0
156,0,12012.0
157,-3,12012.0
70,-2,12012.0
40,-82,12012.0
209,-2,12012.0
70,-1,12012.0
-157,-3,12012.0
-127,3,12012.0
131,-1,12012.0
-225,-3,12012.0
107,-211,12012.0
-152,2,12012.0
189,-2,12012.0
131,1,12012.0
-58,111,12012.0
215,-1,12012.0
26,-57,12012.0
108,-222,11934.0
225,-1,11934.0
47,-102,11934.0
193,-3,11934.0
88,-182,11934.0
159,-3,11934.0
205,-1,11934.0
53,-104,11934.0
103,-214,11934.0
-75,-2,11934.0
-111,214,11934.0
72,-1,11934.0
111,-227,11934.0
137,1,11934.0
-63,119,11934.0
-101,204,11934.0
152,2,11934.0
-75,149,11934.0
73,-156,11934.0
57,-111,11934.0
-51,104,11934.0
-84,175,11934.0
102,-212,11934.0
35,-69,11934.0
-84,2,11934.0
-46,87,11934.0
182,2,11934.0
-37,77,11934.0
118,-2,11934.0
209,0,11934.0
-97,1,11934.0
208,2,11934.0
77,-162,11934.0
-37,76,11934.0
202,-1,11934.0
141,-3,11934.0
107,-3,11934.0
-234,3,11934.0
38,-84,11934.0
127,1,11934.0
-166,1,11934.0
-57,112,11934.0
164,1,11934.0
170,-2,11934.0
123,2,11934.0
231,-1,11934.0
183,2,11934.0
104,-217,11934.0
133,4,11934.0
182,-1,11934.0
168,-2,11934.0
-82,-3,11934.0
-233,-3,11934.0
167,-3,11934.0
-67,128,11934.0
37,-82,11934.0
189,0,11934.0
-151,-2,11856.0
30,-62,11856.0
-105,205,11856.0
-161,0,11856.0
224,3,11856.0
86,3,11856.0
52,-98,11856.0
49,-95,11856.0
-41,83,11856.0
86,-172,11856.0
-105,1,11856.0
-237,1,11856.0
-187,4,11856.0
-34,71,11856.0
-222,2,11856.0
210,-2,11856.0
71,-141,11856.0
-106,207,11856.0
84,-172,11856.0
-115,237,11856.0
173,4,11856.0
161,-1,11856.0
-137,1,11856.0
-226,4,11856.0
-172,-2,11856.0
99,-200,11856.0
227,-3,11856.0
54,3,11856.0
93,-185,11856.0
-52,106,11856.0
213,-3,11856.0
-104,217,11856.0
182,1,11856.0
220,2,11856.0
76,-157,11856.0
-124,246,11856.0
-226,-4,11856.0
-145,-2,11856.0
77,-155,11856.0
127,-2,11856.0
-157,1,11856.0
40,-73,11856.0
-69,136,11856.0
-69,144,11856.0
-233,-1,11856.0
-87,4,11856.0
153,3,11856.0
224,1,11856.0
-102,211,11856.0
-102,206,11856.0
48,-98,11856.0
90,-2,11856.0
-225,-2,11856.0
-50,98,11856.0
53,4,11856.0
-119,244,11778.0
-91,-2,11778.0
-240,-2,11778.0
118,-3,11778.0
87,-177,11778.0
60,-118,11778.0
78,4,11778.0
-200,2,11778.0
-142,2,11778.0
97,-191,11778.0
84,-1,11778.0
-94,187,11778.0
-68,128,11778.0
248,2,11778.0
196,-3,11778.0
-103,-2,11778.0
-77,1,11778.0
63,2,11778.0
48,-94,11778.0
79,-167,11778.0
205,-2,11778.0
-93,178,11778.0
96,-192,11778.0
-240,-1,11778.0
66,-140,11778.0
-102,202,11778.0
-86,174,11778.0
-178,4,11778.0
83,-158,11778.0
-91,177,11778.0
137,-2,11778.0
101,-207,11778.0
-137,4,11778.0
-72,142,11778.0
216,-2,11778.0
-33,72,11778.0
-53,109,11778.0
125,-1,11778.0
110,-222,11778.0
-75,-3,11778.0
-82,-2,11778.0
183,1,11778.0
37,-75,11778.0
243,3,11778.0
-44,86,11778.0
-82,158,11778.0
248,-1,11778.0
-86,175,11778.0
84,-177,11778.0
168,-3,11778.0
-112,222,11778.0
-216,2,11778.0
-147,3,11778.0
215,-3,11778.0
-76,148,11700.0
172,-1,11700.0
107,-206,11700.0
60,0,11700.0
-87,182,11700.0
-141,-2,11700.0
-88,2,11700.0
176,3,11700.0
100,-202,11700.0
-69,141,11700.0
-91,186,11700.0
-46,83,11700.0
233,2,11700.0
215,-2,11700.0
-177,1,11700.0
-55,108,11700.0
75,-1,11700.0
-61,116,11700.0
-91,180,11700.0
144,-4,11700.0
41,-84,11700.0
31,-59,11700.0
-71,-2,11700.0
141,-1,11700.0
-65,124,11700.0
-144,0,11700.0
223,4,11700.0
-180,0,11700.0
-217,3,11700.0
-218,2,11700.0
-134,3,11700.0
101,-198,11700.0
-112,227,11700.0
-127,2,11700.0
-108,219,11700.0
-114,236,11700.0
110,-2,11700.0
44,-96,11700.0
-128,-1,11700.0
-113,-2,11700.0
113,-228,11700.0
33,-72,11700.0
85,-1,11700.0
-57,116,11700.0
142,-1,11700.0
-238,-1,11700.0
114,-226,11700.0
-193,-2,11700.0
124,3,11700.0
-87,3,11700.0
-107,204,11700.0
126,3,11700.0
85,-171,11700.0
174,4,11700.0
-106,206,11700.0
218,-2,11700.0
-162,-3,11700.0
-78,162,11700.0
228,-3,11700.0
76,0,11700.0
-79,153,11700.0
-86,166,11700.0
-50,99,11700.0
69,-143,11700.0
-56,121,11700.0
-63,120,11622.0
185,-1,11622.0
99,-197,11622.0
232,-1,11622.0
-66,3,11622.0
-63,-1,11622.0
104,-213,11622.0
83,-168,11622.0
-147,4,11622.0
-90,-2,11622.0
-76,150,11622.0
-110,213,11622.0
114,-224,11622.0
-74,0,11622.0
103,-215,11622.0
-74,-3,11622.0
68,-144,11622.0
86,-171,11622.0
81,-168,11622.0
246,3,11622.0
-90,180,11622.0
156,3,11622.0
36,-77,11622.0
-224,2,11622.0
236,3,11622.0
-148,2,11622.0
56,-111,11622.0
-144,-3,11622.0
-59,114,11622.0
-93,192,11622.0
78,-164,11622.0
77,-2,11622.0
-67,134,11622.0
188,0,11622.0
54,-105,11622.0
60,-2,11622.0
168,-4,11622.0
-169,-3,11622.0
-174,0,11622.0
-93,-2,11622.0
194,-1,11622.0
98,-198,11622.0
228,0,11622.0
-46,86,11622.0
63,4,11622.0
-87,176,11622.0
233,-3,11622.0
222,-1,11622.0
154,0,11622.0
-113,235,11622.0
-147,1,11622.0
37,-77,11622.0
107,-222,11622.0
237,3,11622.0
94,1,11622.0
-61,113,11622.0
-57,109,11622.0
-121,-2,11622.0
198,4,11622.0
-116,236,11622.0
178,-1,11544.0
102,-201,11544.0
-106,203,11544.0
100,-200,11544.0
-94,192,11544.0
-218,-3,11544.0
57,-2,11544.0
-86,163,11544.0
-157,2,11544.0
69,0,11544.0
-217,1,11544.0
137,3,11544.0
140,0,11544.0
-43,78,11544.0
-94,188,11544.0
67,-2,11544.0
-78,-3,11544.0
-72,-2,11544.0
83,-172,11544.0
43,-94,11544.0
-72,-4,11544.0
-182,4,11544.0
85,-172,11544.0
66,-2,11544.0
-114,-3,11544.0
-49,99,11544.0
-181,0,11544.0
-210,1,11544.0
72,-140,11544.0
-187,2,11544.0
32,-72,11544.0
144,1,11544.0
-161,-2,11544.0
-66,123,11544.0
-222,-4,11544.0
203,3,11544.0
-121,246,11544.0
58,2,11544.0
-83,160,11544.0
89,-180,11544.0
-57,122,11544.0
110,-218,11544.0
-216,-4,11544.0
-58,122,11544.0
-96,3,11544.0
103,-203,11544.0
84,-167,11544.0
-111,226,11544.0
-172,4,11544.0
222,2,11544.0
-216,3,11544.0
-79,-4,11544.0
110,1,11544.0
71,-2,11544.0
74,-155,11544.0
138,2,11544.0
-136,4,11544.0
-47,84,11544.0
-85,3,11544.0
90,-182,11544.0
123,4,11544.0
-87,177,11544.0
111,-1,11544.0
-101,206,11544.0
54,-99,11544.0
54,-110,11544.0
-87,181,11544.0
154,-1,11544.0
-42,78,11544.0
40,-85,11544.0
223,2,11544.0
132,-1,11544.0
-36,74,11544.0
-60,-2,11544.0
-217,4,11544.0
-42,85,11544.0
-50,93,11544.0
-69,139,11544.0
69,-2,11544.0
102,-198,11544.0
-241,-2,11544.0
-110,-1,11544.0
-80,164,11466.0
40,-79,11466.0
-85,178,11466.0
55,-110,11466.0
234,-3,11466.0
-122,244,11466.0
169,-3,11466.0
184,-1,11466.0
-235,4,11466.0
-78,161,11466.0
109,-225,11466.0
109,-227,11466.0
103,-216,11466.0
-42,84,11466.0
-125,1,11466.0
-175,-1,11466.0
78,-166,11466.0
-36,76,11466.0
216,-4,11466.0
166,-3,11466.0
213,1,11466.0
-64,0,11466.0
79,-2,11466.0
-99,193,11466.0
-36,69,11466.0
-36,68,11466.0
117,-226,11466.0
-73,138,11466.0
84,-165,11466.0
-147,2,11466.0
65,3,11466.0
107,-208,11466.0
89,-183,11466.0
-89,181,11466.0
-99,-1,11466.0
-110,-2,11466.0
-74,143,11466.0
33,-68,11466.0
100,2,11466.0
192,2,11466.0
23,-56,11466.0
-84,176,11466.0
-121,-1,11466.0
-90,175,11466.0
64,-136,11466.0
158,2,11466.0
244,4,11466.0
73,-146,11466.0
-196,3,11466.0
-137,3,11466.0
-113,232,11466.0
-119,239,11466.0
195,-2,11466.0
-81,166,11466.0
193,1,11466.0
-83,158,11466.0
-38,68,11466.0
206,3,11466.0
231,1,11466.0
84,-159,11466.0
-91,183,11466.0
-241,0,11466.0
-81,165,11466.0
136,-3,11466.0
-37,70,11466.0
88,-176,11466.0
91,-1,11466.0
226,-3,11466.0
108,-213,11466.0
-72,2,11466.0
99,0,11466.0
104,-205,11466.0
85,-166,11466.0
91,-184,11466.0
-45,85,11466.0
56,3,11466.0
68,2,11466.0
139,-2,11466.0
-74,3,11466.0
73,-3,11466.0
-76,156,11466.0
67,-141,11466.0
-97,188,11466.0
-201,-2,11466.0
34,-64,11466.0
-218,1,11466.0
111,-224,11466.0
-37,67,11466.0
59,-2,11466.0
-89,-1,11466.0
-48,89,11466.0
-76,-1,11466.0
53,-99,11388.0
-186,1,11388.0
28,-63,11388.0
-86,181,11388.0
39,-83,11388.0
174,1,11388.0
-93,189,11388.0
153,4,11388.0
-215,-1,11388.0
196,0,11388.0
53,-98,11388.0
-186,3,11388.0
108,-3,11388.0
110,-220,11388.0
113,-233,11388.0
-57,121,11388.0
-100,-1,11388.0
85,-2,11388.0
-112,219,11388.0
179,-2,11388.0
-74,149,11388.0
-162,-4,11388.0
-126,3,11388.0
28,-62,11388.0
223,1,11388.0
-76,159,11388.0
-54,103,11388.0
-190,2,11388.0
169,0,11388.0
80,-165,11388.0
-179,-1,11388.0
109,-2,11388.0
223,3,11388.0
135,-2,11388.0
73,-154,11388.0
208,-2,11388.0
238,-4,11388.0
109,-216,11388.0
-62,127,11388.0
-129,4,11388.0
30,-60,11388.0
61,-1,11388.0
-85,177,11388.0
170,0,11388.0
-191,-2,11388.0
-106,3,11388.0
207,1,11388.0
212,-3,11388.0
130,-2,11388.0
-52,107,11388.0
194,3,11388.0
-122,246,11388.0
-120,0,11388.0
-112,218,11388.0
-52,102,11388.0
-71,137,11388.0
-97,192,11388.0
79,-163,11388.0
-112,234,11388.0
195,3,11388.0
101,-204,11388.0
-101,213,11388.0
113,-234,11388.0
79,-169,11388.0
63,1,11388.0
-66,128,11388.0
108,-1,11388.0
188,-2,11388.0
76,-152,11388.0
136,3,11388.0
218,-4,11388.0
-44,87,11388.0
74,-150,11388.0
138,-2,11310.0
114,1,11310.0
-91,173,11310.0
99,-207,11310.0
191,2,11310.0
-91,0,11310.0
108,0,11310.0
77,-161,11310.0
-124,243,11310.0
63,3,11310.0
-168,2,11310.0
-36,70,11310.0
114,-4,11310.0
73,-145,11310.0
248,-2,11310.0
42,-88,11310.0
-56,108,11310.0
-112,226,11310.0
98,-193,11310.0
-31,66,11310.0
55,-107,11310.0
-83,175,11310.0
-106,201,11310.0
-102,-2,11310.0
-79,156,11310.0
50,-107,11310.0
-124,-3,11310.0
-81,-3,11310.0
106,-220,11310.0
-66,130,11310.0
-87,-3,11310.0
223,-3,11310.0
247,-2,11310.0
214,-1,11310.0
-62,-4,11310.0
-85,179,11310.0
-89,1,11310.0
-108,207,11310.0
-119,-2,11310.0
-37,68,11310.0
101,-1,11310.0
-114,235,11310.0
117,-228,11310.0
193,0,11310.0
97,-2,11310.0
178,4,11310.0
84,-161,11310.0
-142,-2,11310.0
90,0,11310.0
-117,237,11310.0
73,1,11310.0
-80,155,11310.0
-74,2,11310.0
97,-185,11232.0
-101,-2,11232.0
205,-3,11232.0
-114,237,11232.0
143,-2,11232.0
65,-1,11232.0
86,0,11232.0
128,0,11232.0
225,-3,11232.0
80,-2,11232.0
198,-3,11232.0
39,-73,11232.0
-89,172,11232.0
111,-221,11232.0
-109,-1,11232.0
-44,82,11232.0
-51,100,11232.0
-61,126,11232.0
54,1,11232.0
-130,3,11232.0
-38,73,11232.0
53,-108,11232.0
-216,-1,11232.0
108,-2,11232.0
249,-2,11232.0
116,-229,11232.0
-162,-2,11232.0
214,-4,11232.0
134,-1,11232.0
99,-2,11232.0
178,-2,11232.0
-123,-2,11232.0
196,3,11232.0
-173,-1,11232.0
139,0,11232.0
-87,164,11232.0
104,-199,11232.0
-92,187,11232.0
-49,94,11232.0
45,-95,11232.0
-217,2,11232.0
-115,-3,11232.0
34,-70,11232.0
88,-178,11232.0
89,-2,11232.0
-68,139,11232.0
-152,-2,11232.0
88,0,11232.0
94,-186,11232.0
239,-3,11232.0
-147,-4,11232.0
114,-230,11232.0
-100,-2,11232.0
123,3,11232.0
-107,2,11232.0
-146,-4,11232.0
-125,248,11232.0
-115,238,11232.0
114,-232,11232.0
119,-229,11232.0
-83,172,11232.0
28,-61,11232.0
41,-90,11232.0
72,-141,11232.0
115,-230,11232.0
-111,231,11232.0
113,-3,11232.0
-75,150,11232.0
-101,205,11232.0
-121,245,11232.0
113,-224,11232.0
31,-61,11232.0
107,-210,11232.0
-88,168,11232.0
-187,3,11232.0
-237,-3,11232.0
208,-3,11232.0
203,4,11232.0
-85,-3,11154.0
-187,5,11154.0
-121,244,11154.0
118,2,11154.0
100,-2,11154.0
65,-122,11154.0
-111,213,11154.0
-70,138,11154.0
247,-1,11154.0
76,-151,11154.0
-224,-3,11154.0
93,-192,11154.0
42,-91,11154.0
-167,2,11154.0
-167,-3,11154.0
225,-2,11154.0
-75,3,11154.0
124,-1,11154.0
213,2,11154.0
49,-107,11154.0
153,1,11154.0
-86,-3,11154.0
-90,0,11154.0
-144,-4,11154.0
89,-187,11154.0
156,-3,11154.0
-118,242,11154.0
-90,-1,11154.0
32,-67,11154.0
72,2,11154.0
204,-1,11154.0
61,-116,11154.0
-71,146,11154.0
-123,-3,11154.0
-71,0,11154.0
109,-223,11154.0
-72,134,11154.0
-152,4,11154.0
132,5,11154.0
169,-4,11154.0
-95,-1,11154.0
108,-226,11154.0
101,-3,11154.0
-82,167,11154.0
100,-196,11154.0
233,1,11154.0
-92,191,11154.0
180,-2,11154.0
-165,-1,11154.0
-126,-1,11154.0
-94,186,11154.0
62,-118,11154.0
-85,-2,11154.0
-70,-1,11154.0
163,2,11154.0
161,2,11154.0
-82,166,11154.0
-92,-2,11154.0
-76,147,11154.0
-58,108,11154.0
-99,202,11154.0
90,-185,11154.0
-57,108,11154.0
55,-103,11154.0
85,-170,11154.0
107,-205,11154.0
69,-136,11154.0
-75,144,11154.0
171,-4,11154.0
233,4,11154.0
194,-4,11154.0
-96,197,11154.0
85,-161,11154.0
168,2,11154.0
-49,98,11076.0
-242,-2,11076.0
84,5,11076.0
-222,4,11076.0
80,-157,11076.0
84,-4,11076.0
165,-3,11076.0
-105,218,11076.0
-111,0,11076.0
128,4,11076.0
83,-174,11076.0
-144,3,11076.0
-117,-3,11076.0
130,3,11076.0
49,-89,11076.0
235,-2,11076.0
-49,90,11076.0
76,-3,11076.0
-196,1,11076.0
-119,-1,11076.0
-37,72,11076.0
-115,0,11076.0
146,-3,11076.0
-164,-3,11076.0
122,2,11076.0
-110,215,11076.0
80,3,11076.0
-71,147,11076.0
-69,-1,11076.0
-71,140,11076.0
217,-1,11076.0
234,-1,11076.0
-116,241,11076.0
31,-64,11076.0
53,3,11076.0
-101,193,11076.0
75,-3,11076.0
113,-232,11076.0
236,-3,11076.0
-70,139,11076.0
