"(X,Y)",Moon Points
"(42, -72)",4
"(172, -330)",4
"(309, 36)",4
"(243, 86)",4
"(307, 38)",4
"(31, -229)",4
"(89, -293)",4
"(157, -2)",4
"(306, -317)",4
"(57, 240)",4
"(-288, 188)",4
"(-213, 138)",4
"(90, -293)",4
"(-237, 226)",4
"(-182, 296)",4
"(102, -52)",4
"(102, -50)",4
"(-23, -282)",4
"(-251, 96)",4
"(147, -102)",4
"(221, -285)",4
"(280, -285)",4
"(58, -262)",4
"(78, -302)",4
"(345, -15)",4
"(260, -285)",4
"(57, -262)",4
"(-101, 93)",4
"(305, -315)",4
"(-38, 68)",4
"(329, -116)",4
"(332, 10)",4
"(329, -67)",4
"(182, -330)",4
"(240, 15)",4
"(5, -295)",4
"(-105, 324)",4
"(-202, 116)",4
"(52, -210)",4
"(263, -314)",4
"(329, -24)",4
"(145, -95)",4
"(145, -116)",4
"(242, 70)",4
"(300, -248)",4
"(322, -52)",4
"(83, -11)",4
"(48, -142)",4
"(47, -142)",4
"(-169, 250)",4
"(-318, 194)",4
"(83, -9)",4
"(210, -345)",4
"(277, -82)",4
"(-96, 166)",4
"(217, -340)",4
"(322, -290)",4
"(-97, 166)",4
"(7, -142)",4
"(177, -340)",4
"(-128, 250)",4
"(273, -52)",4
"(-308, 250)",4
"(-213, -42)",4
"(-330, 195)",4
"(-297, 86)",4
"(277, -120)",4
"(276, -340)",4
"(-91, 224)",4
"(-228, 330)",4
"(172, 150)",4
"(48, -84)",4
"(-52, 316)",4
"(-183, -42)",4
"(285, -74)",4
"(-43, -62)",4
"(-218, 330)",4
"(277, -242)",4
"(108, 58)",4
"(260, -345)",4
"(-175, -35)",4
"(212, 110)",4
"(341, -330)",4
"(-268, 330)",4
"(327, -340)",4
"(-8, -192)",4
"(277, -182)",4
"(-6, -194)",4
"(117, -142)",4
"(297, -340)",4
"(142, -90)",4
"(128, -324)",4
"(-68, 68)",4
"(-75, 185)",4
"(205, 72)",4
"(204, 73)",4
"(24, 226)",4
"(-324, 40)",4
"(-17, 208)",4
"(42, -270)",4
"(25, 225)",4
"(-298, -32)",4
"(-297, 28)",4
"(-318, 110)",4
"(173, -284)",4
"(-23, -60)",4
"(-37, -174)",4
"(322, -270)",4
"(-297, 16)",4
"(322, -272)",4
"(239, -26)",4
"(109, -284)",4
"(108, -284)",4
"(-178, -152)",4
"(-158, -172)",4
"(-298, 308)",4
"(42, -30)",4
"(-25, -315)",4
"(322, -172)",4
"(19, 277)",4
"(239, -184)",4
"(-137, 166)",4
"(159, -4)",4
"(301, -250)",4
"(-8, 30)",4
"(-27, 208)",4
"(259, -284)",4
"(301, -247)",4
"(-266, 114)",4
"(52, -270)",4
"(-106, 95)",4
"(258, -284)",4
"(27, -340)",4
"(-318, 128)",4
"(-264, 229)",4
"(17, -340)",4
"(-57, -154)",4
"(-18, 208)",4
"(-306, 54)",4
"(-50, 314)",4
"(-105, 45)",4
"(218, -64)",4
"(239, -276)",4
"(8, 96)",4
"(-195, 285)",4
"(330, -325)",4
"(-135, -155)",4
"(50, -85)",4
"(-312, 258)",4
"(-197, 6)",4
"(38, -141)",4
"(-18, -232)",4
"(32, -70)",4
"(-36, -214)",4
"(158, -4)",4
"(-15, -55)",4
"(-35, -35)",4
"(-68, 48)",4
"(57, 220)",4
"(-12, -272)",4
"(-83, 238)",4
"(273, -154)",4
"(-220, 255)",4
"(48, 96)",4
"(-324, 1)",4
"(-232, -44)",4
"(88, 16)",4
"(183, 6)",4
"(164, 107)",4
"(-276, 87)",4
"(-162, -104)",4
"(172, -232)",4
"(314, -74)",4
"(-3, 220)",4
"(-202, 258)",4
"(-203, 258)",4
"(-52, -124)",4
"(32, -4)",4
"(-184, 322)",4
"(-49, -280)",4
"(300, -5)",4
"(49, -144)",4
"(48, -144)",4
"(18, -144)",4
"(-140, 255)",4
"(-188, 322)",4
"(-123, 160)",4
"(17, -82)",4
"(330, -45)",4
"(-258, 108)",4
"(273, -134)",4
"(-308, 228)",4
"(315, -195)",4
"(-158, 68)",4
"(-196, -29)",4
"(-2, 296)",4
"(122, 208)",4
"(47, 58)",4
"(-238, 88)",4
"(-238, 70)",4
"(9, 96)",4
"(-250, 74)",4
"(90, 15)",4
"(-250, 75)",4
"(247, 38)",4
"(12, 208)",4
"(249, 36)",4
"(250, 35)",4
"(271, -124)",4
"(-208, -30)",4
"(319, -264)",4
"(-271, -34)",4
"(87, 18)",4
"(-238, 228)",4
"(-273, 120)",4
"(45, 277)",4
"(330, -345)",4
"(315, -196)",4
"(-258, 70)",4
"(-178, -72)",4
"(-258, 68)",4
"(32, 290)",4
"(-16, 314)",4
"(-273, 195)",4
"(-115, -96)",4
"(-123, 158)",4
"(134, 116)",4
"(-223, 238)",4
"(218, 96)",4
"(242, 88)",4
"(-87, 308)",4
"(-157, -149)",4
"(242, -290)",4
"(-88, 308)",4
"(46, 276)",4
"(-238, 230)",4
"(-115, -95)",4
"(-199, -90)",4
"(-122, -102)",4
"(152, -72)",4
"(58, 216)",4
"(2, 233)",4
"(288, -74)",4
"(326, -260)",4
"(234, -206)",4
"(2, -212)",4
"(33, -94)",4
"(-343, 38)",4
"(38, -24)",4
"(-343, 40)",4
"(-38, 253)",4
"(263, -254)",4
"(-254, 36)",4
"(-343, 118)",4
"(95, -35)",4
"(-343, 120)",4
"(187, 100)",4
"(288, -54)",4
"(-343, 138)",4
"(326, -317)",4
"(-343, 160)",4
"(288, -44)",4
"(290, -205)",4
"(67, 260)",4
"(12, 190)",4
"(-293, 20)",4
"(75, -296)",4
"(-152, 118)",4
"(-35, 225)",4
"(-263, 220)",4
"(-152, 136)",4
"(147, 120)",4
"(160, 75)",4
"(159, 76)",4
"(157, 78)",4
"(-179, -164)",4
"(-293, 18)",4
"(87, 240)",4
"(-180, -163)",4
"(167, 100)",4
"(-307, 286)",4
"(77, 158)",4
"(62, 28)",4
"(307, -100)",4
"(60, 175)",4
"(-52, -42)",4
"(185, -303)",4
"(307, -102)",4
"(42, -212)",4
"(-140, 235)",4
"(307, -145)",4
"(122, -212)",4
"(287, -97)",4
"(17, -80)",4
"(-37, 9)",4
"(193, 120)",4
"(257, -120)",4
"(-323, 284)",4
"(-53, -42)",4
"(-51, -44)",4
"(-243, 263)",4
"(260, -346)",4
"(-26, -274)",4
"(-343, 218)",4
"(140, 135)",4
"(269, 47)",4
"(-222, 318)",4
"(-235, 5)",4
"(-228, -7)",4
"(-11, -219)",4
"(-296, 323)",4
"(-25, -275)",4
"(-18, -212)",4
"(257, -20)",4
"(-44, 80)",4
"(-327, 306)",4
"(-327, 326)",4
"(15, -175)",4
"(-343, 220)",4
"(49, 46)",4
"(44, 51)",4
"(25, -263)",4
"(307, -147)",4
"(138, 136)",4
"(157, -296)",4
"(132, -230)",4
"(-343, 260)",4
"(-343, 278)",4
"(-234, 327)",4
"(111, -230)",4
"(287, -2)",4
"(-155, 5)",4
"(-293, 260)",4
"(-162, 56)",4
"(287, -40)",4
"(287, -42)",4
"(175, -296)",4
"(93, 106)",4
"(-323, 240)",4
"(-33, 78)",4
"(-253, 98)",4
"(-6, 274)",4
"(-314, 226)",4
"(-263, 0)",4
"(-153, 38)",4
"(-74, -222)",4
"(-83, 318)",4
"(20, 247)",4
"(21, 246)",4
"(-26, 306)",4
"(-242, -21)",4
"(-153, 80)",4
"(-153, 98)",4
"(-313, 300)",4
"(-88, 153)",4
"(-153, 118)",4
"(-287, 106)",4
"(-314, 222)",4
"(39, 4)",4
"(-223, -40)",4
"(-52, -244)",4
"(-314, 221)",4
"(93, -34)",4
"(49, -256)",4
"(-175, 25)",4
"(-313, 258)",4
"(167, 64)",4
"(-313, 218)",4
"(-242, -84)",4
"(-167, 326)",4
"(52, -287)",4
"(263, -144)",4
"(-233, -80)",4
"(-161, 56)",4
"(92, -72)",4
"(92, -70)",4
"(238, 16)",4
"(-313, 100)",4
"(-263, 60)",4
"(285, -303)",4
"(-313, 118)",4
"(-228, -72)",4
"(-326, 147)",4
"(-326, 135)",4
"(-326, 134)",4
"(-313, 140)",4
"(-218, -69)",4
"(254, -110)",4
"(308, 36)",4
"(-116, 234)",4
"(-103, -220)",4
"(150, -253)",4
"(42, 48)",4
"(213, -274)",4
"(97, 58)",4
"(-86, 274)",4
"(327, -200)",4
"(288, -214)",4
"(19, -343)",4
"(-213, -40)",4
"(-48, 90)",4
"(310, -323)",4
"(-323, 38)",4
"(-253, 20)",4
"(234, -66)",4
"(84, -253)",4
"(324, -314)",4
"(-293, 40)",4
"(-253, 60)",4
"(43, -12)",4
"(-43, 78)",4
"(327, -22)",4
"(-16, 274)",4
"(327, -20)",4
"(197, 38)",4
"(327, -2)",4
"(49, -343)",4
"(-220, 254)",4
"(327, -222)",4
"(327, -262)",4
"(-285, -15)",4
"(-27, 306)",4
"(67, -90)",4
"(5, -296)",4
"(162, -50)",4
"(-140, 307)",4
"(-93, 80)",4
"(153, -72)",4
"(153, -74)",4
"(-116, 254)",4
"(83, -274)",4
"(84, -274)",4
"(-128, -172)",4
"(-140, 254)",4
"(-38, -52)",4
"(-75, -15)",4
"(-217, -72)",4
"(112, -152)",4
"(327, -322)",4
"(133, -274)",4
"(158, 76)",4
"(60, 215)",4
"(59, 216)",4
"(57, 218)",4
"(17, -342)",4
"(-101, 236)",4
"(-23, -280)",4
"(57, -342)",4
"(85, 64)",4
"(-111, 236)",4
"(-112, 236)",4
"(-38, 230)",4
"(-231, -44)",4
"(188, -184)",4
"(-48, -50)",4
"(137, -262)",4
"(-262, 286)",4
"(192, 70)",4
"(172, -307)",4
"(280, -305)",4
"(263, -54)",4
"(-3, 200)",4
"(188, -144)",4
"(-167, 288)",4
"(-193, -82)",4
"(180, -266)",4
"(297, -22)",4
"(-37, 256)",4
"(-38, 290)",4
"(-29, 290)",4
"(108, 216)",4
"(-252, 106)",4
"(218, -342)",4
"(217, -342)",4
"(-233, 164)",4
"(78, 158)",4
"(-108, -52)",4
"(-75, 15)",4
"(-18, 88)",4
"(-148, 230)",4
"(-282, 296)",4
"(175, -295)",4
"(-88, 230)",4
"(177, -342)",4
"(-2, 98)",4
"(-3, 98)",4
"(-93, 300)",4
"(-286, 106)",4
"(-13, 98)",4
"(-53, 98)",4
"(-108, 288)",4
"(-72, 236)",4
"(297, -20)",4
"(3, -314)",4
"(-252, 96)",4
"(-74, 16)",4
"(9, 291)",4
"(-177, 198)",4
"(11, 289)",4
"(102, 128)",4
"(-1, 176)",4
"(-2, 176)",4
"(77, 98)",4
"(79, 96)",4
"(-328, 188)",4
"(-47, -52)",4
"(-342, 38)",4
"(-160, 35)",4
"(-325, 264)",4
"(58, 196)",4
"(57, -257)",4
"(-328, 68)",4
"(73, -314)",4
"(-328, 3)",4
"(-342, 118)",4
"(-298, -30)",4
"(252, -72)",4
"(148, -102)",4
"(-27, 286)",4
"(-118, 148)",4
"(141, 111)",4
"(136, 116)",4
"(-23, 300)",4
"(277, 20)",4
"(111, -272)",4
"(-168, 288)",4
"(-236, 107)",4
"(33, 66)",4
"(-238, 328)",4
"(-77, -71)",4
"(-142, 286)",4
"(8, 316)",4
"(-107, 286)",4
"(72, -87)",4
"(-225, 145)",4
"(-148, 110)",4
"(-99, 96)",4
"(-99, 91)",4
"(-225, 144)",4
"(-236, 6)",4
"(-33, -242)",4
"(135, 117)",4
"(23, -314)",4
"(-233, 140)",4
"(272, -252)",4
"(-223, 318)",4
"(97, -60)",4
"(-52, -44)",4
"(-158, -72)",4
"(72, -252)",4
"(313, -74)",4
"(267, -140)",4
"(83, -254)",4
"(213, -134)",4
"(97, -82)",4
"(97, -80)",4
"(97, -62)",4
"(-232, -82)",4
"(133, -254)",4
"(97, -2)",4
"(-2, -34)",4
"(-218, -12)",4
"(195, -235)",4
"(-169, 256)",4
"(236, -263)",4
"(56, 41)",4
"(-8, 150)",4
"(306, -146)",4
"(37, 60)",4
"(13, -272)",4
"(97, 160)",4
"(49, -344)",4
"(48, -344)",4
"(40, 235)",4
"(307, -222)",4
"(51, 45)",4
"(197, 60)",4
"(-75, -155)",4
"(-7, -194)",4
"(105, -175)",4
"(290, -45)",4
"(-10, -145)",4
"(82, -150)",4
"(100, -325)",4
"(278, 46)",4
"(0, 275)",4
"(156, 162)",4
"(22, -150)",4
"(-77, 96)",4
"(-253, 300)",4
"(12, -272)",4
"(63, 26)",4
"(37, -22)",4
"(44, -13)",4
"(-188, -126)",4
"(236, -214)",4
"(-241, -84)",4
"(198, 38)",4
"(343, -331)",4
"(65, -75)",4
"(272, -132)",4
"(328, -65)",4
"(42, -272)",4
"(-257, 166)",4
"(-37, 288)",4
"(-38, 288)",4
"(-13, 44)",4
"(-48, -150)",4
"(328, -24)",4
"(42, 108)",4
"(297, -342)",4
"(-134, 300)",4
"(-48, -172)",4
"(-88, 70)",4
"(158, 78)",4
"(-79, -70)",4
"(-93, -56)",4
"(-33, -42)",4
"(-68, -92)",4
"(190, 134)",4
"(272, -125)",4
"(313, -252)",4
"(272, -112)",4
"(48, -224)",4
"(-27, 346)",4
"(62, 88)",4
"(328, -324)",4
"(202, 70)",4
"(-142, 256)",4
"(85, 65)",4
"(-76, 67)",4
"(-107, 29)",4
"(-88, 28)",4
"(-28, 288)",4
"(328, -254)",4
"(264, -254)",4
"(343, -254)",4
"(-218, -68)",4
"(272, -52)",4
"(-219, -67)",4
"(202, -150)",4
"(236, -23)",4
"(-88, 48)",4
"(272, -110)",4
"(-262, -24)",4
"(-188, 290)",4
"(67, 40)",4
"(190, -145)",4
"(127, 138)",4
"(12, 210)",4
"(-8, -50)",4
"(25, 145)",4
"(-185, -75)",4
"(147, 118)",4
"(131, -61)",4
"(-189, 216)",4
"(112, -130)",4
"(-122, 279)",4
"(-320, 234)",4
"(-38, -92)",4
"(167, 80)",4
"(-205, -55)",4
"(-192, 136)",4
"(317, -22)",4
"(-64, 303)",4
"(338, -124)",4
"(-118, -192)",4
"(-118, -12)",4
"(-309, 180)",4
"(247, -2)",4
"(247, -11)",4
"(-320, 235)",4
"(118, -54)",4
"(-36, 247)",4
"(305, -275)",4
"(-125, -135)",4
"(-227, 126)",4
"(132, -112)",4
"(233, 46)",4
"(-53, 338)",4
"(-280, 315)",4
"(170, -66)",4
"(210, 55)",4
"(170, -65)",4
"(-23, 338)",4
"(193, 86)",4
"(217, -242)",4
"(218, -242)",4
"(117, -102)",4
"(-320, 175)",4
"(117, -100)",4
"(243, -234)",4
"(59, -23)",4
"(302, -12)",4
"(117, -42)",4
"(266, -125)",4
"(-183, 298)",4
"(22, -310)",4
"(-320, 132)",4
"(302, -6)",4
"(75, -315)",4
"(-192, 56)",4
"(215, -36)",4
"(-25, -91)",4
"(172, -292)",4
"(232, 70)",4
"(-8, -252)",4
"(-104, -14)",4
"(177, 38)",4
"(130, -111)",4
"(-223, 30)",4
"(173, -292)",4
"(-124, -210)",4
"(-223, -20)",4
"(-298, 148)",4
"(12, -192)",4
"(199, -304)",4
"(-243, 78)",4
"(27, 238)",4
"(198, -304)",4
"(73, -334)",4
"(-27, -254)",4
"(-279, 16)",4
"(-138, -32)",4
"(-92, -154)",4
"(-18, -30)",4
"(11, 292)",4
"(-75, -95)",4
"(0, 119)",4
"(-309, 76)",4
"(130, -45)",4
"(-242, 279)",4
"(-48, 13)",4
"(215, -35)",4
"(247, -80)",4
"(118, -4)",4
"(286, -304)",4
"(284, -304)",4
"(-13, 58)",4
"(-3, 58)",4
"(-3, 118)",4
"(247, -222)",4
"(292, -12)",4
"(-72, 216)",4
"(-334, 46)",4
"(-243, 80)",4
"(22, 108)",4
"(-243, 220)",4
"(-83, 118)",4
"(192, -292)",4
"(200, 15)",4
"(223, -194)",4
"(122, 8)",4
"(-12, 216)",4
"(-28, -232)",4
"(154, -246)",4
"(-232, -102)",4
"(334, -94)",4
"(-100, 195)",4
"(265, -195)",4
"(94, -269)",4
"(3, -114)",4
"(18, 116)",4
"(197, -320)",4
"(272, 33)",4
"(311, -147)",4
"(311, -148)",4
"(156, 161)",4
"(115, 145)",4
"(-177, -114)",4
"(248, -159)",4
"(172, 70)",4
"(248, -222)",4
"(187, -282)",4
"(303, -252)",4
"(-134, 303)",4
"(-8, -270)",4
"(187, -222)",4
"(-33, -100)",4
"(302, -252)",4
"(-96, -186)",4
"(-133, -62)",4
"(-333, 140)",4
"(302, -250)",4
"(-150, -45)",4
"(173, -294)",4
"(-112, -2)",4
"(302, -248)",4
"(88, 26)",4
"(333, -214)",4
"(333, -212)",4
"(-127, -114)",4
"(-278, 168)",4
"(339, -203)",4
"(333, -94)",4
"(-180, 294)",4
"(333, -84)",4
"(-278, 88)",4
"(-50, 315)",4
"(228, 81)",4
"(263, 48)",4
"(248, -24)",4
"(140, 155)",4
"(43, 126)",4
"(113, -134)",4
"(29, -134)",4
"(267, -282)",4
"(228, -154)",4
"(32, 30)",4
"(25, 144)",4
"(-226, -65)",4
"(-200, 294)",4
"(237, -282)",4
"(302, -249)",4
"(13, 48)",4
"(132, -30)",4
"(-295, 185)",4
"(-338, 268)",4
"(-338, 270)",4
"(116, -54)",4
"(250, -25)",4
"(-140, 309)",4
"(-282, 196)",4
"(-168, -152)",4
"(265, -3)",4
"(-253, 260)",4
"(-56, -186)",4
"(12, 48)",4
"(-193, 338)",4
"(-108, -212)",4
"(55, 5)",4
"(-163, 338)",4
"(-153, 338)",4
"(-7, -52)",4
"(-133, 338)",4
"(334, -153)",4
"(-132, 298)",4
"(-133, 298)",4
"(107, -242)",4
"(-247, 186)",4
"(-247, 188)",4
"(-242, 36)",4
"(270, 47)",4
"(14, 47)",4
"(-113, -2)",4
"(27, -320)",4
"(-208, -130)",4
"(82, -247)",4
"(-23, 260)",4
"(-38, 133)",4
"(-196, -86)",4
"(265, -75)",4
"(-295, -43)",4
"(-130, 315)",4
"(-25, -295)",4
"(266, -4)",4
