X,Y,Labor
-113,-226,8346.0
79,-124,8346.0
-66,306,8346.0
102,-237,8346.0
28,-227,8346.0
-25,124,8346.0
-219,6,8346.0
226,-337,8346.0
93,224,8346.0
278,-167,8346.0
139,113,8346.0
-272,194,8346.0
-288,143,8346.0
-288,84,8346.0
140,114,8346.0
-29,126,8346.0
-111,-225,8268.0
182,-237,8268.0
176,75,8268.0
52,45,8268.0
-2,-326,8268.0
25,-223,8268.0
-299,326,8268.0
-187,323,8268.0
-104,236,8268.0
-288,85,8268.0
259,-247,8268.0
211,-214,8268.0
211,-215,8268.0
327,-285,8268.0
-23,-87,8268.0
-321,133,8268.0
133,-117,8268.0
43,-335,8268.0
31,-268,8268.0
191,-307,8268.0
-56,-94,8268.0
106,-237,8268.0
-40,-186,8268.0
-53,-97,8268.0
40,94,8268.0
-296,323,8268.0
-136,265,8268.0
243,-57,8268.0
269,-128,8268.0
108,14,8268.0
-139,305,8268.0
260,-247,8268.0
-191,218,8268.0
9,293,8268.0
329,-67,8268.0
244,-10,8268.0
237,-267,8268.0
-290,-46,8268.0
-139,306,8268.0
-268,-37,8268.0
116,-57,8268.0
44,-337,8190.0
-136,263,8190.0
4,205,8190.0
-236,-14,8190.0
-215,4,8190.0
237,-25,8190.0
-215,265,8190.0
324,-314,8190.0
-187,-57,8190.0
70,-247,8190.0
7,295,8190.0
304,-34,8190.0
239,-27,8190.0
-320,312,8190.0
217,2,8190.0
152,-257,8190.0
-71,13,8190.0
-337,83,8190.0
-149,85,8190.0
-191,217,8190.0
58,-304,8190.0
256,-244,8190.0
-285,17,8190.0
-149,86,8190.0
-27,123,8190.0
268,-7,8190.0
51,205,8190.0
-289,145,8190.0
51,206,8190.0
-108,279,8190.0
322,-317,8112.0
-168,-137,8112.0
273,-215,8112.0
26,-223,8112.0
-173,253,8112.0
188,-307,8112.0
-39,326,8112.0
206,115,8112.0
306,-146,8112.0
-146,86,8112.0
-237,-18,8112.0
177,73,8112.0
-238,111,8112.0
46,275,8112.0
-58,263,8112.0
-7,-37,8112.0
-148,83,8112.0
258,-247,8112.0
186,-238,8112.0
-44,-185,8112.0
-44,-184,8112.0
-79,40,8112.0
109,13,8112.0
-104,234,8112.0
328,-286,8112.0
221,-333,8112.0
206,116,8112.0
246,-11,8112.0
153,164,8112.0
252,-92,8112.0
-335,84,8112.0
-298,326,8112.0
216,-217,8112.0
-324,135,8112.0
251,-92,8112.0
-259,305,8112.0
112,-58,8112.0
-283,18,8112.0
107,15,8112.0
107,14,8112.0
112,-277,8112.0
-189,326,8112.0
-189,325,8112.0
-201,293,8034.0
-239,-15,8034.0
146,-317,8034.0
259,-327,8034.0
154,-258,8034.0
112,-53,8034.0
24,245,8034.0
138,113,8034.0
-324,316,8034.0
245,-56,8034.0
-72,17,8034.0
257,-325,8034.0
67,-247,8034.0
-44,55,8034.0
-29,-236,8034.0
-29,125,8034.0
-64,303,8034.0
147,-290,8034.0
-245,224,8034.0
-222,153,8034.0
-107,-16,8034.0
-294,-44,8034.0
323,-313,8034.0
-289,146,8034.0
43,-337,8034.0
-192,218,8034.0
216,-285,8034.0
-3,-325,8034.0
327,-318,8034.0
87,-31,8034.0
-43,56,8034.0
226,-184,8034.0
-113,-225,8034.0
-319,266,8034.0
131,-114,8034.0
42,-335,8034.0
266,-125,8034.0
-187,-54,8034.0
-68,308,8034.0
-147,87,7956.0
245,-58,7956.0
231,53,7956.0
282,-75,7956.0
29,-6,7956.0
274,-216,7956.0
114,-59,7956.0
-324,136,7956.0
329,-287,7956.0
186,-305,7956.0
245,-10,7956.0
27,-223,7956.0
301,-37,7956.0
329,-127,7956.0
229,-184,7956.0
228,53,7956.0
36,96,7956.0
286,-302,7956.0
-189,216,7956.0
108,15,7956.0
-3,-39,7956.0
35,-138,7956.0
186,-304,7956.0
27,-6,7956.0
29,-224,7956.0
-67,302,7956.0
36,95,7956.0
-36,-274,7956.0
73,-77,7956.0
-170,253,7956.0
-318,228,7956.0
32,-137,7956.0
-247,63,7956.0
-174,256,7956.0
-279,14,7956.0
-304,56,7956.0
8,293,7956.0
-254,303,7956.0
273,-216,7956.0
-247,223,7956.0
-304,55,7956.0
-99,233,7956.0
238,-143,7956.0
-282,18,7956.0
-219,-115,7956.0
-193,218,7878.0
131,-115,7878.0
92,225,7878.0
-188,-54,7878.0
274,43,7878.0
29,-264,7878.0
-189,324,7878.0
60,-307,7878.0
-245,63,7878.0
-28,123,7878.0
-221,156,7878.0
-57,-92,7878.0
216,-284,7878.0
241,-147,7878.0
9,295,7878.0
-239,-14,7878.0
-271,193,7878.0
291,-307,7878.0
-74,16,7878.0
71,-74,7878.0
-234,-17,7878.0
321,-315,7878.0
114,-54,7878.0
333,-16,7878.0
321,-314,7878.0
-216,261,7878.0
104,-238,7878.0
216,-286,7878.0
-216,2,7878.0
-216,-114,7878.0
-102,94,7878.0
-34,-277,7878.0
-294,-45,7878.0
-238,-18,7800.0
213,7,7800.0
176,76,7800.0
-272,195,7800.0
302,-38,7800.0
186,-306,7800.0
121,-335,7800.0
-27,127,7800.0
289,-304,7800.0
257,-247,7800.0
122,-337,7800.0
278,-162,7800.0
46,276,7800.0
154,-253,7800.0
-80,40,7800.0
-270,267,7800.0
-220,-65,7800.0
102,-232,7800.0
81,166,7800.0
230,-185,7800.0
121,-334,7800.0
331,-67,7800.0
306,-145,7800.0
-26,-234,7800.0
-119,-187,7800.0
103,-232,7800.0
-109,-227,7800.0
94,-297,7800.0
-56,-98,7800.0
-266,266,7800.0
123,-333,7800.0
272,-215,7800.0
-323,133,7800.0
284,-77,7800.0
-248,223,7800.0
-322,133,7800.0
101,-232,7800.0
279,-164,7800.0
52,46,7800.0
266,-124,7800.0
309,-147,7800.0
108,13,7800.0
123,-337,7800.0
-224,154,7800.0
-218,-117,7722.0
71,-75,7722.0
-219,-67,7722.0
-78,128,7722.0
299,-244,7722.0
4,203,7722.0
-74,15,7722.0
-67,308,7722.0
45,-338,7722.0
299,-249,7722.0
187,-239,7722.0
-56,267,7722.0
260,-327,7722.0
306,-37,7722.0
-319,265,7722.0
-102,96,7722.0
76,-123,7722.0
-28,-237,7722.0
219,-284,7722.0
-43,-187,7722.0
-188,323,7722.0
22,245,7722.0
136,115,7722.0
-73,18,7722.0
138,118,7722.0
-248,66,7722.0
-24,-237,7722.0
136,116,7722.0
257,-326,7722.0
-214,3,7722.0
-218,-113,7722.0
-3,-37,7722.0
-137,263,7722.0
60,-306,7722.0
-58,267,7722.0
-108,-15,7722.0
-44,56,7722.0
267,-7,7722.0
-244,115,7722.0
206,114,7722.0
214,-218,7722.0
141,-315,7722.0
-244,116,7722.0
238,-142,7722.0
-315,263,7722.0
-22,-87,7722.0
302,-249,7722.0
241,-54,7722.0
324,-213,7722.0
24,243,7722.0
27,-267,7722.0
271,-7,7722.0
306,-144,7644.0
227,-187,7644.0
-24,-84,7644.0
276,-164,7644.0
-270,194,7644.0
124,-334,7644.0
226,-336,7644.0
67,-243,7644.0
188,-303,7644.0
-34,323,7644.0
244,-54,7644.0
81,165,7644.0
-1,-327,7644.0
-301,56,7644.0
54,43,7644.0
-323,312,7644.0
253,-92,7644.0
-41,53,7644.0
37,-139,7644.0
189,-304,7644.0
-326,5,7644.0
267,-128,7644.0
29,-5,7644.0
283,-77,7644.0
184,-234,7644.0
187,-307,7644.0
77,-128,7644.0
83,163,7644.0
-302,57,7644.0
-264,263,7644.0
226,-186,7644.0
84,163,7644.0
308,-147,7644.0
-241,116,7644.0
-266,-38,7644.0
-273,195,7644.0
228,57,7644.0
310,-146,7644.0
-103,233,7644.0
-138,303,7644.0
-121,-184,7644.0
186,-236,7644.0
-318,263,7566.0
-8,66,7566.0
277,-167,7566.0
297,-243,7566.0
-81,42,7566.0
-214,264,7566.0
217,-287,7566.0
-216,-113,7566.0
217,-282,7566.0
322,-218,7566.0
107,13,7566.0
-286,83,7566.0
-26,-238,7566.0
226,-185,7566.0
-6,63,7566.0
-214,2,7566.0
-6,-34,7566.0
-286,146,7566.0
219,-288,7566.0
-107,-14,7566.0
-218,262,7566.0
-80,127,7566.0
-76,127,7566.0
-25,122,7566.0
94,223,7566.0
-218,-112,7566.0
-114,-226,7566.0
-108,-16,7566.0
-74,14,7566.0
260,-328,7566.0
141,-314,7566.0
8,296,7566.0
-238,-13,7566.0
-98,-152,7566.0
270,-8,7566.0
59,-307,7566.0
-184,322,7566.0
139,117,7566.0
-113,-227,7566.0
-138,263,7566.0
187,-238,7566.0
324,-219,7566.0
-9,66,7566.0
-256,306,7566.0
-319,313,7566.0
241,-55,7566.0
-110,278,7566.0
-293,-47,7566.0
-144,83,7566.0
-166,-134,7566.0
-298,323,7488.0
-316,227,7488.0
-166,-138,7488.0
-317,228,7488.0
-297,323,7488.0
3,208,7488.0
214,6,7488.0
-36,321,7488.0
-2,-327,7488.0
-111,-227,7488.0
-291,-44,7488.0
-78,39,7488.0
24,-224,7488.0
-299,53,7488.0
-119,-188,7488.0
-80,39,7488.0
27,-227,7488.0
-328,5,7488.0
229,56,7488.0
-222,-62,7488.0
-200,294,7488.0
277,-162,7488.0
-170,254,7488.0
-300,55,7488.0
-123,-187,7488.0
-139,266,7488.0
269,-129,7488.0
72,-77,7488.0
-42,53,7488.0
-323,317,7488.0
-286,16,7488.0
-248,63,7488.0
-318,222,7488.0
-56,-93,7488.0
109,15,7488.0
140,117,7488.0
-96,-159,7488.0
-103,95,7410.0
241,-148,7410.0
271,45,7410.0
5,204,7410.0
142,-317,7410.0
238,-27,7410.0
-68,302,7410.0
259,-248,7410.0
-216,266,7410.0
271,46,7410.0
182,-233,7410.0
-251,226,7410.0
-193,212,7410.0
-103,96,7410.0
4,206,7410.0
23,243,7410.0
-58,-92,7410.0
322,-212,7410.0
-219,153,7410.0
-66,307,7410.0
-56,-92,7410.0
-202,293,7410.0
-42,58,7410.0
37,93,7410.0
-297,327,7410.0
-168,-132,7410.0
36,-137,7410.0
221,-287,7410.0
-70,14,7410.0
-112,282,7410.0
-97,-152,7410.0
302,-32,7410.0
-338,83,7410.0
-57,268,7410.0
-72,13,7410.0
323,-212,7410.0
254,-92,7410.0
-2,-324,7410.0
-66,308,7410.0
326,-214,7410.0
-108,280,7410.0
-194,218,7410.0
-321,311,7332.0
239,-264,7332.0
82,167,7332.0
-243,113,7332.0
328,-127,7332.0
93,-297,7332.0
254,-93,7332.0
54,201,7332.0
91,-295,7332.0
91,-294,7332.0
274,-217,7332.0
285,-303,7332.0
246,-9,7332.0
-326,3,7332.0
-76,121,7332.0
69,-244,7332.0
-9,-35,7332.0
-9,-34,7332.0
55,44,7332.0
239,-144,7332.0
-112,-227,7332.0
-225,-63,7332.0
55,201,7332.0
156,-254,7332.0
180,72,7332.0
100,-233,7332.0
328,-287,7332.0
-204,295,7332.0
177,72,7332.0
-268,268,7332.0
329,-285,7332.0
-238,113,7332.0
4,208,7332.0
271,-127,7332.0
-221,-64,7332.0
143,-313,7332.0
282,-74,7332.0
-289,-47,7332.0
276,-165,7332.0
-38,322,7332.0
-39,-187,7332.0
-96,-154,7332.0
241,-53,7332.0
283,-74,7332.0
-73,122,7332.0
154,163,7332.0
226,55,7332.0
-172,257,7332.0
-250,227,7332.0
-267,268,7332.0
222,-338,7332.0
94,225,7254.0
-222,158,7254.0
-191,211,7254.0
-264,-37,7254.0
-219,152,7254.0
-217,-111,7254.0
-111,283,7254.0
31,-227,7254.0
152,165,7254.0
-164,-137,7254.0
-24,123,7254.0
301,-245,7254.0
-221,152,7254.0
132,-117,7254.0
207,113,7254.0
27,-262,7254.0
-72,-226,7254.0
56,203,7254.0
-5,63,7254.0
237,-142,7254.0
-3,-327,7254.0
324,-212,7254.0
-2,-38,7254.0
274,46,7254.0
-187,328,7254.0
-71,16,7254.0
187,-237,7254.0
-172,258,7254.0
300,-33,7254.0
258,-243,7254.0
266,-5,7254.0
-58,268,7254.0
259,-244,7254.0
-56,268,7254.0
-223,158,7254.0
-215,-118,7254.0
266,-4,7254.0
246,-54,7254.0
273,43,7254.0
-184,-57,7254.0
3,203,7254.0
-21,-88,7254.0
239,-142,7254.0
227,53,7176.0
254,-99,7176.0
-296,322,7176.0
327,-287,7176.0
326,-124,7176.0
328,-67,7176.0
-60,-93,7176.0
226,56,7176.0
-339,85,7176.0
181,73,7176.0
-245,62,7176.0
-281,17,7176.0
-281,18,7176.0
39,96,7176.0
53,43,7176.0
-110,-225,7176.0
281,-75,7176.0
226,-334,7176.0
-246,222,7176.0
281,-74,7176.0
-220,-64,7176.0
-97,-159,7176.0
-285,15,7176.0
324,-319,7176.0
-223,-62,7176.0
236,-263,7176.0
250,-93,7176.0
79,-129,7176.0
56,-305,7176.0
32,-268,7176.0
241,-56,7176.0
295,-245,7176.0
-9,-36,7176.0
144,-314,7176.0
211,113,7176.0
84,166,7176.0
-137,267,7176.0
230,-189,7176.0
-137,-115,7176.0
141,116,7176.0
-28,128,7176.0
145,-292,7176.0
-98,-158,7176.0
-24,-85,7176.0
83,-28,7176.0
-320,227,7176.0
-136,266,7176.0
307,-147,7176.0
179,71,7176.0
-270,-33,7176.0
27,-222,7176.0
-204,296,7176.0
154,165,7176.0
232,-189,7176.0
-43,-183,7098.0
111,-272,7098.0
-173,258,7098.0
2,208,7098.0
-9,65,7098.0
-287,83,7098.0
-274,-11,7098.0
47,272,7098.0
49,271,7098.0
-4,63,7098.0
-291,-48,7098.0
-7,63,7098.0
214,1,7098.0
245,-12,7098.0
-313,222,7098.0
-77,128,7098.0
-244,63,7098.0
-82,42,7098.0
1,205,7098.0
-237,-12,7098.0
-203,293,7098.0
76,-77,7098.0
137,118,7098.0
-218,-111,7098.0
-283,142,7098.0
-171,258,7098.0
141,113,7098.0
-258,303,7098.0
-238,-12,7098.0
87,-30,7098.0
-64,306,7098.0
308,-142,7098.0
261,-248,7098.0
25,243,7098.0
-74,126,7098.0
93,223,7098.0
-223,157,7098.0
-43,58,7098.0
116,-56,7098.0
241,-27,7098.0
-71,-226,7098.0
-76,128,7098.0
31,-135,7098.0
82,163,7098.0
-70,307,7098.0
7,296,7098.0
-186,326,7098.0
218,-282,7098.0
331,-16,7098.0
-214,-114,7098.0
-244,223,7098.0
94,-294,7098.0
307,-142,7098.0
-39,327,7098.0
334,-17,7098.0
326,-125,7020.0
-21,-84,7020.0
-54,-94,7020.0
214,-213,7020.0
-8,-37,7020.0
-337,44,7020.0
304,-39,7020.0
-249,65,7020.0
328,-123,7020.0
-249,66,7020.0
-317,221,7020.0
-321,316,7020.0
113,-59,7020.0
-139,265,7020.0
-137,-116,7020.0
223,-332,7020.0
-322,311,7020.0
329,-64,7020.0
-303,52,7020.0
104,-233,7020.0
106,15,7020.0
-334,83,7020.0
42,-337,7020.0
